iter	Passed	Remaining
855	5274	887
856	5279	880
857	5285	874
858	5290	868
859	5296	862
860	5301	855
861	5306	849
862	5312	843
863	5317	837
864	5322	830
865	5328	824
866	5333	818
867	5339	811
868	5345	805
869	5350	799
870	5355	793
871	5360	786
872	5366	780
873	5371	774
874	5376	768
875	5381	761
876	5387	755
877	5392	749
878	5397	743
879	5402	736
880	5407	730
881	5414	724
882	5421	718
883	5429	712
884	5438	706
885	5448	700
886	5456	695
887	5463	689
888	5470	682
889	5477	676
890	5485	671
891	5490	664
892	5496	658
893	5502	652
894	5507	646
895	5513	639
896	5518	633
897	5523	627
898	5529	621
899	5534	614
900	5539	608
901	5545	602
902	5550	596
903	5555	590
904	5562	583
905	5567	577
906	5572	571
907	5578	565
908	5583	558
909	5588	552
910	5594	546
911	5599	540
912	5605	534
913	5610	527
914	5615	521
915	5620	515
916	5626	509
917	5631	503
918	5637	496
919	5643	490
920	5648	484
921	5653	478
922	5659	472
923	5664	465
924	5669	459
925	5675	453
926	5680	447
927	5685	441
928	5691	434
929	5696	428
930	5702	422
931	5708	416
932	5713	410
933	5718	404
934	5724	397
935	5729	391
936	5734	385
937	5740	379
938	5745	373
939	5751	367
940	5756	360
941	5761	354
942	5767	348
943	5772	342
944	5777	336
945	5799	331
946	5805	324
947	5810	318
948	5815	312
949	5820	306
950	5825	300
951	5831	294
952	5837	287
953	5842	281
954	5848	275
955	5854	269
956	5859	263
957	5865	257
958	5870	250
959	5875	244
960	5881	238
961	5886	232
962	5892	226
963	5897	220
964	5902	214
965	5908	207
966	5913	201
967	5919	195
968	5925	189
969	5931	183
970	5936	177
971	5942	171
972	5948	165
973	5953	158
974	5959	152
975	5965	146
976	5971	140
977	5977	134
978	5984	128
979	5993	122
980	6065	117
981	6080	111
982	6092	105
983	6102	99
984	6110	93
985	6117	86
986	6123	80
987	6129	74
988	6135	68
989	6140	62
990	6146	55
991	6153	49
992	6159	43
993	6165	37
994	6170	31
995	6176	24
996	6181	18
997	6187	12
998	6193	6
999	6199	0
