link,address,geo_location,services,open_hours,prices
https://holtankoljak.net/mol_postaauto_debrecen_monostorpalyiut35a,"Debrecen, Monostorpályi út 35/A.","47.50682068,21.64690781","['bankkártya elfogadás', ' hűségkártya', ' kenőolaj', ' keréknyomás mérő', ' shop', ' AdBlue kannás', ' Ingyenes parkolás', ' pontgyűjtő kártya', ' porszívó', ' WC', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 18:00']","{'Gázolaj': '699.0,- Ft', 'Prémium Gázolaj': '754.0,- Ft', '100-As Benzin E5': '678.0,- Ft', '95-ös Benzin E10': '641.0,- Ft', 'Cng': '1,990.0,- Ft /kg2022-11-21 óta aktuális'}"
https://holtankoljak.net/shell_esztergom_matyaskiralyut37,"Esztergom, Mátyás Király út 37.","47.78038406,18.74943542","['AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' mobiltelefon egyenlegfeltöltés', ' shop', ' keréknyomás mérő', ' autópálya-matrica', ' hűségkártya', ' porszívó', ' Wifi', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'100-As Benzin E5': '714.9,- Ft', '95-ös Benzin E10': '663.7,- Ft', 'Prémium Gázolaj': '778.9,- Ft', 'Gázolaj': '724.9,- Ft', 'Prémium Benzin E10': '701.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/oil!_petohaza_petohaza269115ahrsz,"Petőháza, Petőháza 269/115/A hrsz","47.59171677,16.89447212","['autópálya-matrica', ' bankkártya elfogadás', ' HU-GO feltöltés', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' mobiltelefon egyenlegfeltöltés', ' nagynyomású kútoszlop', ' shop', ' WC', ' büfé', ' Eurowag-kártya', ' Ingyenes parkolás', ' kamion parkoló', ' PB-gáz', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'95-ös Benzin E10': 'Nem ismert', 'Prémium Benzin E10': 'Nem ismert', 'Gázolaj': 'Nem ismert', 'Prémium Gázolaj': 'Nem ismert', 'Adblue': 'Nem ismert', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_szigetvar_jozsefattilau66,"Szigetvár, József Attila u. 66.  ","46.04807281,17.81575775","['Gyógyszer', ' Wifi', ' nagynyomású kútoszlop', ' UTA-kártya', ' bankkártya elfogadás', ' WC', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' autópálya-matrica', ' gépi autómosó', ' shop', '']","['Hétfő:06:00 - 22:00', '\t\t\tKedd:06:00 - 22:00', '\t\t\tSzerda:06:00 - 22:00', '\t\t\tCsütörtök:06:00 - 22:00', '\t\t\tPéntek:06:00 - 22:00', '\t\t\tSzombat:06:00 - 22:00', '\t\t\tVasárnap:06:00 - 22:00']","{'Prémium Gázolaj': '781.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Gázolaj': '726.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Lpg': '380.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/magan_kut_szentantalfa_fou96,"Szentantalfa, Fő u. 96.","46.90840530,17.67541504","['Wifi', ' keréknyomás mérő', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' shop', ' WC', ' kenőolaj', ' kávé', ' Ingyenes parkolás', ' büfé', ' bankkártya elfogadás', ' autópálya-matrica', ' AdBlue kannás', ' Csomagpont GLS', ' tankoló automata', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '646.0,- Ft', 'Gázolaj': '728.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_debrecen_mikepercsiutiibejovo,"Debrecen, Mikepércsi út II. (bejövő)","47.51064682,21.63052940","['UTA-kártya', ' kávé', ' bankkártya elfogadás', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' nagynyomású kútoszlop', ' PB-gáz', ' autópálya-matrica', ' gépi autómosó', ' shop', '']","['Hétfő:05:00 - 20:00', '\t\t\tKedd:05:00 - 20:00', '\t\t\tSzerda:05:00 - 20:00', '\t\t\tCsütörtök:05:00 - 20:00', '\t\t\tPéntek:05:00 - 20:00', '\t\t\tSzombat:05:00 - 20:00', '\t\t\tVasárnap:05:00 - 20:00']","{'Prémium Gázolaj': '781.0,- Ft', '100-As Benzin E5': '702.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Lpg': '372.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/persped_kft__veszprem_hazgyariu16,"Veszprém, Házgyári u. 16.","47.11374664,17.88562012","['bankkártya elfogadás', ' kamion parkoló', ' keréknyomás mérő', ' nagynyomású kútoszlop', '']","['Hétfő:06:00 - 22:00', '\t\t\tKedd:06:00 - 22:00', '\t\t\tSzerda:06:00 - 22:00', '\t\t\tCsütörtök:06:00 - 22:00', '\t\t\tPéntek:06:00 - 22:00', '\t\t\tSzombat:06:00 - 12:00', '\t\t\tVasárnap:0-24 óráig']","{'Adblue': '850.0,- Ft', 'Gázolaj': '681.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/magan_karancslapujto_honvedu2a,"Karancslapujtő, Honvéd u. 2/a","48.14636230,19.74700928","['WC', ' shop', ' PB-gáz', ' motel', ' keréknyomás mérő', ' kávé', '']","['Hétfő:06:00 - 21:00', '\t\t\tKedd:06:00 - 21:00', '\t\t\tSzerda:06:00 - 21:00', '\t\t\tCsütörtök:06:00 - 21:00', '\t\t\tPéntek:06:00 - 21:00', '\t\t\tSzombat:06:00 - 21:00', '\t\t\tVasárnap:06:00 - 21:00']","{'Gázolaj': 'Nem ismert', '95-ös Benzin E10': 'Nem ismert', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/oranges_oil_company_zalaegerszeg_balatoniu5-7zalapark,"Zalaegerszeg, Balatoni u 5-7. / Zalapark","46.84125519,16.86794853","['tankoló automata', ' bankkártya elfogadás', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '635.9,- Ft', 'Gázolaj': '689.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/shell_budapest_i_alkotasu20-24,"Budapest I, Alkotás u. 20-24.","47.49675369,19.02403641","['AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' WC', ' keréknyomás mérő', ' autópálya-matrica nemzetközi', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' porszívó', ' autópálya-matrica', ' gépi autómosó', ' shop', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Benzin E10': '701.9,- Ft', '95-ös Benzin E10': '663.7,- Ft', 'Prémium Gázolaj': '778.9,- Ft', '100-As Benzin E5': '714.9,- Ft', 'Gázolaj': '724.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/tank_ol_kft__kapuvar_szentkatalinut45,"Kapuvár, Szent Katalin út 45.","47.58886337,17.04223824","['kenőolaj', ' Wifi', ' kávé', ' bankkártya elfogadás', ' keréknyomás mérő', ' PB-gáz', '']","['Hétfő:06:00 - 22:00', '\t\t\tKedd:06:00 - 22:00', '\t\t\tSzerda:06:00 - 22:00', '\t\t\tCsütörtök:06:00 - 22:00', '\t\t\tPéntek:06:00 - 22:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:0-24 óráig']","{'Gázolaj': 'Nem ismert', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', 'Adblue': '750.0,- Ft'}"
https://holtankoljak.net/mol_sarvar_vagohidu1,"Sárvár, Vágóhíd u. 1.  ","47.25752640,16.93756676","['UTA-kártya', ' kávé', ' bankkártya elfogadás', ' WC', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' autópálya-matrica', ' shop', ' Gyógyszer', '']","['Hétfő:06:00 - 22:00', '\t\t\tKedd:06:00 - 22:00', '\t\t\tSzerda:06:00 - 22:00', '\t\t\tCsütörtök:06:00 - 22:00', '\t\t\tPéntek:06:00 - 22:00', '\t\t\tSzombat:06:00 - 22:00', '\t\t\tVasárnap:06:00 - 22:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/magan_tatabanya_erdeszutd,"Tatabánya, Erdész út D.","47.58344650,18.39158249","['shop', ' PB-gáz', ' mobiltelefon egyenlegfeltöltés', ' kézi autómosó', ' bankkártya elfogadás', ' autópálya-matrica', ' AdBlue kannás', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' porszívó', '']","['Hétfő:06:00 - 19:00', '\t\t\tKedd:06:00 - 19:00', '\t\t\tSzerda:06:00 - 19:00', '\t\t\tCsütörtök:06:00 - 19:00', '\t\t\tPéntek:06:00 - 19:00', '\t\t\tSzombat:07:00 - 16:00', '\t\t\tVasárnap:07:00 - 16:00']","{'Lpg': 'Nem ismert', '95-ös Benzin E10': 'Nem ismert', 'Gázolaj': 'Nem ismert', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/avia_enying_dozsagyut119,"Enying, Dózsa Gy. Út 119.","46.94670105,18.22932816","['Eurowag-kártya', ' DKV-kártya', ' HU-GO feltöltés', ' nagynyomású kútoszlop', ' büfé', ' virág', ' kenőolaj', ' kávé', ' bankkártya elfogadás', ' WC', ' keréknyomás mérő', ' mobiltelefon egyenlegfeltöltés', ' porszívó', ' PB-gáz', ' autópálya-matrica', ' Wifi', ' gépi autómosó', ' shop', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Lpg': 'Nem ismert', 'Adblue': 'Nem ismert', 'Prémium Benzin E10': 'Nem ismert', 'Gázolaj': 'Nem ismert', '95-ös Benzin E10': 'Nem ismert', 'Prémium Gázolaj': 'Nem ismert', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/omv_siofok_vakbottyanu1,"Siófok, Vak Bottyán u. 1.","46.90203094,18.04726028","['UTA-kártya', ' shop', ' porszívó', ' nagynyomású kútoszlop', ' gépi autómosó', ' bankkártya elfogadás', ' autópálya-matrica', ' ABC', ' büfé', ' DKV-kártya', ' hűségkártya', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' pontgyűjtő kártya', ' Wifi', ' WC', '']","['Hétfő:05:00 - 22:00', '\t\t\tKedd:05:00 - 22:00', '\t\t\tSzerda:05:00 - 22:00', '\t\t\tCsütörtök:05:00 - 22:00', '\t\t\tPéntek:05:00 - 22:00', '\t\t\tSzombat:05:00 - 22:00', '\t\t\tVasárnap:05:00 - 22:00']","{'95-ös Benzin E10': '648.8,- Ft', 'Gázolaj': '699.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Gázolaj': '758.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/hedoti_gyor_m1autopalyaexit115,"Győr, M1 Autópálya EXIT 115","47.64988708,17.70504951","['bankkártya elfogadás', ' Étterem', ' Fizetős parkolás', ' Zuhanyzó', ' Wifi', ' WC', ' tankoló automata', ' nagynyomású kútoszlop', ' motel', ' kamion parkoló', ' DKV-kártya', ' Ingyenes parkolás', ' kávé', ' ATM automata', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Type-2 Elektromos Töltő': '99.0,- Ft /kw2022-08-01 óta aktuális', 'Chademo Elektromos Töltő': '99.0,- Ft /kw2022-08-01 óta aktuális', 'Ccs - Elektromos Töltő': '99.0,- Ft /kw2022-08-01 óta aktuális', 'Adblue': '675.0,- Ft', 'Gázolaj': '668.0,- Ft'}"
https://holtankoljak.net/mol_sumeg_alkotmanyu,"Sűmeg, Alkotmány u.  ","46.98408508,17.27221489","['nagynyomású kútoszlop', ' UTA-kártya', ' bankkártya elfogadás', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' autópálya-matrica', ' shop', '']","['Hétfő:07:00 - 19:00', '\t\t\tKedd:07:00 - 19:00', '\t\t\tSzerda:07:00 - 19:00', '\t\t\tCsütörtök:07:00 - 19:00', '\t\t\tPéntek:07:00 - 19:00', '\t\t\tSzombat:07:00 - 19:00', '\t\t\tVasárnap:07:00 - 19:00']","{'100-As Benzin E5': '702.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/omv_mosonmagyarovar_kossuthlajosu69,"Mosonmagyaróvár, Kossuth Lajos u. 69.","47.86600876,17.26746178","['nagynyomású kútoszlop', ' kézi autómosó', ' HU-GO feltöltés', ' bankkártya elfogadás', ' autópálya-matrica nemzetközi', ' autópálya-matrica', ' PB-gáz', ' porszívó', ' shop', ' UTA-kártya', ' büfé', ' DKV-kártya', ' hűségkártya', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' pontgyűjtő kártya', ' WC', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Gázolaj': '758.9,- Ft', 'Gázolaj': '699.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/lukoil_per_fehervariut08614hrsz,"Pér, Fehérvári út 086/14 hrsz","47.61795044,17.80342484","['DKV-kártya', ' HU-GO feltöltés', ' kenőolaj', ' kávé', ' bankkártya elfogadás', ' WC', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' shop', ' Zuhanyzó', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '641.0,- Ft', 'Gázolaj': '699.0,- Ft', 'Lpg': '400.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_mor_nemesutca81-esut,"Mór, Nemes utca (81-es út)  ","47.37631607,18.19023705","['shop', ' PB-gáz', ' nagynyomású kútoszlop', ' mobiltelefon egyenlegfeltöltés', ' keréknyomás mérő', ' kávé', ' hűségkártya', ' gépi autómosó', ' DKV-kártya', ' bankkártya elfogadás', ' autópálya-matrica', ' UTA-kártya', ' Pick Pack Pont', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Lpg': '380.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/shell_gyor_tompaut7,"Győr, Tompa út 7.","47.69104767,17.65307426","['AdBlue kannás', ' autópálya-matrica nemzetközi', ' kamion parkoló', ' WC', ' bankkártya elfogadás', ' kávé', ' büfé', ' autópálya-matrica', ' hűségkártya', ' shop', ' gépi autómosó', ' kenőolaj', ' nagynyomású kútoszlop', ' HU-GO feltöltés', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Gázolaj': '724.9,- Ft', '100-As Benzin E5': '714.9,- Ft', '95-ös Benzin E10': '663.7,- Ft', 'Prémium Gázolaj': '778.9,- Ft', 'Prémium Benzin E10': '701.9,- Ft'}"
https://holtankoljak.net/omv_gyorujbarat_gyor,"Győrújbarát, Győr","47.63338470,17.66175270","['Étterem', ' HU-GO feltöltés', ' nagynyomású kútoszlop', ' UTA-kártya', ' bankkártya elfogadás', ' PB-gáz', ' autópálya-matrica', ' shop', ' büfé', ' DKV-kártya', ' hűségkártya', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' pontgyűjtő kártya', ' WC', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Lpg': 'Nem ismert', 'Prémium Gázolaj': '758.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', 'Gázolaj': '699.9,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/shell_dunakeszi_2afoutnyugat,"Dunakeszi, 2/A főút Nyugat","47.65547562,19.15913773","['nagynyomású kútoszlop', ' AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' WC', ' kamion parkoló', ' mobiltelefon egyenlegfeltöltés', ' autópálya-matrica', ' shop', ' HU-GO feltöltés', ' keréknyomás mérő', ' autópálya-matrica nemzetközi', ' hűségkártya', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '663.7,- Ft', 'Gázolaj': '724.9,- Ft', 'Prémium Benzin E10': '701.9,- Ft', '100-As Benzin E5': '714.9,- Ft', 'Prémium Gázolaj': '778.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/lukoil_ullo_pestiut4szfout,"Üllő, Pesti út (4.sz. főút)","47.39060974,19.32299805","['kávé', ' bankkártya elfogadás', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' porszívó', ' kézi autómosó', ' shop', ' DKV-kártya', ' UTA-kártya', '']","['Hétfő:05:00 - 21:00', '\t\t\tKedd:05:00 - 21:00', '\t\t\tSzerda:05:00 - 21:00', '\t\t\tCsütörtök:05:00 - 21:00', '\t\t\tPéntek:05:00 - 21:00', '\t\t\tSzombat:05:00 - 21:00', '\t\t\tVasárnap:05:00 - 21:00']","{'100-As Benzin E5': '671.0,- Ft', 'Gázolaj': '699.0,- Ft', '95-ös Benzin E10': '641.0,- Ft', 'Prémium Gázolaj': '729.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/omv_budapest_xvi_szlovakut-csomoriutsarok,"Budapest XVI, Szlovák út - Csömöri út sarok","47.53491974,19.18083572","['bankkártya elfogadás', ' gépi autómosó', ' ABC', ' autópálya-matrica', ' porszívó', ' shop', ' UTA-kártya', ' büfé', ' DKV-kártya', ' hűségkártya', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' WC', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Gázolaj': '699.9,- Ft', 'Prémium Gázolaj': '758.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_budapest_szabadfoldiut81,"Budapest XVI, Szabadföldi út 81.","47.53005981,19.23564911","['DKV-kártya', ' kenőolaj', ' kávé', ' bankkártya elfogadás', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' autópálya-matrica', ' gépi autómosó', ' shop', ' Wifi', '']","['Hétfő:06:00 - 21:00', '\t\t\tKedd:06:00 - 21:00', '\t\t\tSzerda:06:00 - 21:00', '\t\t\tCsütörtök:06:00 - 21:00', '\t\t\tPéntek:06:00 - 21:00', '\t\t\tSzombat:06:00 - 21:00', '\t\t\tVasárnap:06:00 - 21:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/mobil-petrol_batmonostor_baracskaiutca5751szamufout,"Bátmonostor, Baracskai utca 57. 51. számú főút","46.09436035,18.92606544","['autópálya-matrica', ' bankkártya elfogadás', ' PB-gáz', ' kézi autómosó', ' keréknyomás mérő', ' kávé', ' HU-GO feltöltés', ' shop', '']","['Hétfő:06:00 - 19:00', '\t\t\tKedd:06:00 - 19:00', '\t\t\tSzerda:06:00 - 19:00', '\t\t\tCsütörtök:06:00 - 19:00', '\t\t\tPéntek:06:00 - 19:00', '\t\t\tSzombat:06:00 - 19:00', '\t\t\tVasárnap:06:00 - 19:00']","{'95-ös Benzin E10': '639.0,- Ft', '100-As Benzin E5': '689.0,- Ft', 'Gázolaj': '694.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
