link,address,geo_location,services,open_hours,prices
https://holtankoljak.net/oil!_babolna_acsut2,"Bábolna, Ács út 2.","47.64759827,17.97747993","['WC', ' shop', ' PB-gáz', ' mobiltelefon egyenlegfeltöltés', ' kávé', ' autópálya-matrica', ' bankkártya elfogadás', ' DKV-kártya', ' Eurowag-kártya', ' HU-GO feltöltés', ' kenőolaj', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Lpg': '477.0,- Ft', 'Adblue': '660.0,- Ft', 'Gázolaj': '696.0,- Ft', '95-ös Benzin E10': '647.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/mol_debrecen_istvanut147,"Debrecen, István út 147.","47.51165009,21.60521507","['Wifi', ' UTA-kártya', ' shop', ' PB-gáz', ' nagynyomású kútoszlop', ' mobiltelefon egyenlegfeltöltés', ' kávé', ' autópálya-matrica', ' hűségkártya', ' bankkártya elfogadás', '']","['Hétfő:06:00 - 19:00', '\t\t\tKedd:06:00 - 19:00', '\t\t\tSzerda:06:00 - 19:00', '\t\t\tCsütörtök:06:00 - 19:00', '\t\t\tPéntek:06:00 - 19:00', '\t\t\tSzombat:06:00 - 19:00', '\t\t\tVasárnap:06:00 - 19:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Lpg': '372.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/omv_budapest_x_maglodiut-jaszberenyiutsarok,"Budapest X, Maglódi út - Jászberényi út sarok","47.49018097,19.15002823","['UTA-kártya', ' shop', ' porszívó', ' nagynyomású kútoszlop', ' kézi autómosó', ' gépi autómosó', ' bankkártya elfogadás', ' autópálya-matrica', ' Étterem', ' DKV-kártya', ' hűségkártya', ' kenőolaj', ' keréknyomás mérő', ' WC', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Gázolaj': '758.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', 'Gázolaj': '699.9,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/avia_nyiradony_debreceniut100,"Nyíradony, Debreceni út 100.","47.68446732,21.89089394","['bankkártya elfogadás', ' autópálya-matrica', ' büfé', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' kézi autómosó', ' porszívó', ' WC', ' HU-GO feltöltés', ' AdBlue kannás', ' Ingyenes parkolás', ' kamion parkoló', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' nagynyomású kútoszlop', ' shop', ' Wifi', '']","['Hétfő:05:00 - 21:00', '\t\t\tKedd:05:00 - 21:00', '\t\t\tSzerda:05:00 - 21:00', '\t\t\tCsütörtök:05:00 - 21:00', '\t\t\tPéntek:05:00 - 21:00', '\t\t\tSzombat:05:00 - 21:00', '\t\t\tVasárnap:05:00 - 21:00']","{'95-ös Benzin E10': 'Nem ismert', 'Gázolaj': 'Nem ismert', '100-As Benzin E5': 'Nem ismert', 'Lpg': 'Nem ismert', 'Type-2 Elektromos Töltő': '109.0,- Ft /kw2020-11-23 óta aktuális', 'Prémium Gázolaj': 'Nem ismert'}"
https://holtankoljak.net/lukoil_kistokaj_pestiu2,"Kistokaj, Pesti u. 2.","48.02707291,20.81316757","['büfé', ' kávé', ' bankkártya elfogadás', ' pékség', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' shop', ' DKV-kártya', ' UTA-kártya', '']","['Hétfő:05:00 - 22:00', '\t\t\tKedd:05:00 - 22:00', '\t\t\tSzerda:05:00 - 22:00', '\t\t\tCsütörtök:05:00 - 22:00', '\t\t\tPéntek:05:00 - 22:00', '\t\t\tSzombat:05:00 - 22:00', '\t\t\tVasárnap:08:00 - 20:00']","{'95-ös Benzin E10': '641.0,- Ft', 'Gázolaj': '699.0,- Ft', '100-As Benzin E5': '671.0,- Ft', 'Lpg': '400.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_felsozsolca_3szfouthrsz203414,"Felsőzsolca, 3. sz. főút hrsz. 2034/14","48.11491394,20.85853195","['UTA-kártya', ' hűségkártya', ' shop', ' autópálya-matrica', ' kézi autómosó', ' PB-gáz', ' porszívó', ' mobiltelefon egyenlegfeltöltés', ' keréknyomás mérő', ' pékség', ' WC', ' bankkártya elfogadás', ' kávé', ' büfé', ' kenőolaj', ' nagynyomású kútoszlop', ' HU-GO feltöltés', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Gázolaj': '781.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Lpg': '380.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/shell_budapest_xiv_egressyut31-35,"Budapest XIV, Egressy út 31-35.","47.50939941,19.11088943","['AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' WC', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' porszívó', ' autópálya-matrica', ' shop', ' Wifi', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'100-As Benzin E5': '714.9,- Ft', 'Gázolaj': '724.9,- Ft', 'Prémium Gázolaj': '778.9,- Ft', '95-ös Benzin E10': '663.7,- Ft', 'Prémium Benzin E10': '701.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/oil_erdokertes_fout234,"Erdőkertes, Fő út 234.","47.66984940,19.32892799","['kávé', ' bankkártya elfogadás', ' WC', ' keréknyomás mérő', ' mobiltelefon egyenlegfeltöltés', ' autópálya-matrica', ' shop', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'Gázolaj': '692.0,- Ft', '95-ös Benzin E10': '631.0,- Ft'}"
https://holtankoljak.net/lukoil_szentendre_dozsagyut20,"Szentendre, Dózsa Gy. út 20.","47.65017319,19.07052612","['HU-GO feltöltés', ' kenőolaj', ' büfé', ' kávé', ' bankkártya elfogadás', ' WC', ' pékség', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' shop', ' DKV-kártya', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Gázolaj': '729.0,- Ft', '95-ös Benzin E10': '641.0,- Ft', 'Gázolaj': '699.0,- Ft', '100-As Benzin E5': '671.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/omv_mateszalka_jarmiut20,"Mátészalka, Jármi út 20.","47.96033478,22.31230927","['WC', ' shop', ' porszívó', ' PB-gáz', ' mobiltelefon egyenlegfeltöltés', ' kézi autómosó', ' keréknyomás mérő', ' kenőolaj', ' kávé', ' hűségkártya', ' HU-GO feltöltés', ' gépi autómosó', ' Eurowag-kártya', ' bankkártya elfogadás', ' autópálya-matrica', ' autókozmetika', ' DKV-kártya', ' UTA-kártya', ' pontgyűjtő kártya', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'95-ös Benzin E10': '648.8,- Ft', 'Lpg': '363.9,- Ft', 'Gázolaj': '699.9,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Prémium Gázolaj': '758.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_budapest_verespeterut105-107xvi,"Budapest XVI, Veres Péter út 105-107.(XVI.)","47.51082230,19.19217873","['nagynyomású kútoszlop', ' UTA-kártya', ' kávé', ' bankkártya elfogadás', ' WC', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' autópálya-matrica', ' gépi autómosó', ' shop', ' Gyógyszer', '']","['Hétfő:06:00 - 22:00', '\t\t\tKedd:06:00 - 22:00', '\t\t\tSzerda:06:00 - 22:00', '\t\t\tCsütörtök:06:00 - 22:00', '\t\t\tPéntek:06:00 - 22:00', '\t\t\tSzombat:06:00 - 22:00', '\t\t\tVasárnap:06:00 - 22:00']","{'100-As Benzin E5': '702.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/mol_szecseny_salgotarjaniut,"Szécsény, Salgótarjáni út","48.08943176,19.52948189","['Lottózó', ' Wifi', ' HU-GO feltöltés', ' kenőolaj', ' UTA-kártya', ' AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' nagynyomású kútoszlop', ' PB-gáz', ' kézi autómosó', ' autópálya-matrica', ' shop', ' Gyógyszer', ' Pick Pack Pont', '']","['Hétfő:06:00 - 23:00', '\t\t\tKedd:06:00 - 23:00', '\t\t\tSzerda:06:00 - 23:00', '\t\t\tCsütörtök:06:00 - 23:00', '\t\t\tPéntek:06:00 - 23:00', '\t\t\tSzombat:06:00 - 23:00', '\t\t\tVasárnap:06:00 - 23:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/shell_nyiregyhaza_mezou28-40,"Nyíregyháza, Mező u. 28-40.","47.95883560,21.70447350","['kávé', ' bankkártya elfogadás', ' WC', ' mobiltelefon egyenlegfeltöltés', ' shop', ' AdBlue kannás', ' gépi autómosó', ' keréknyomás mérő', ' HU-GO feltöltés', ' hűségkártya', ' Wifi', '']","['Hétfő:05:00 - 21:00', '\t\t\tKedd:05:00 - 21:00', '\t\t\tSzerda:05:00 - 21:00', '\t\t\tCsütörtök:05:00 - 21:00', '\t\t\tPéntek:05:00 - 21:00', '\t\t\tSzombat:05:00 - 21:00', '\t\t\tVasárnap:05:00 - 21:00']","{'95-ös Benzin E10': '663.7,- Ft', 'Gázolaj': '724.9,- Ft', '100-As Benzin E5': '714.9,- Ft', 'Prémium Gázolaj': '778.9,- Ft'}"
https://holtankoljak.net/mol_letenye_bajcsy-zsilinszkiendreu38,"Letenye, Bajcsy-Zsilinszki Endre u.  38","46.43645859,16.73758888","['Pick Pack Pont', ' Wifi', ' Gyógyszer', ' nagynyomású kútoszlop', ' kenőolaj', ' UTA-kártya', ' AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' WC', ' pékség', ' keréknyomás mérő', ' autópálya-matrica nemzetközi', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' kézi autómosó', ' autópálya-matrica', ' shop', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '665.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Gázolaj': '726.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Lpg': '380.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/lukoil_miskolc_szentpeterikapu78,"Miskolc, Szentpéteri kapu 78.","48.12646866,20.78502083","['ABC', ' AdBlue kannás', ' kávé', ' bankkártya elfogadás', ' WC', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' porszívó', ' kézi autómosó', ' shop', ' DKV-kártya', ' UTA-kártya', '']","['Hétfő:05:00 - 21:00', '\t\t\tKedd:05:00 - 21:00', '\t\t\tSzerda:05:00 - 21:00', '\t\t\tCsütörtök:05:00 - 21:00', '\t\t\tPéntek:05:00 - 21:00', '\t\t\tSzombat:05:00 - 21:00', '\t\t\tVasárnap:05:00 - 21:00']","{'100-As Benzin E5': '671.0,- Ft', 'Gázolaj': '699.0,- Ft', '95-ös Benzin E10': '641.0,- Ft', 'Prémium Gázolaj': '729.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_mor_nemesu24,"Mór, Nemes u. 24.","47.37931824,18.19066811","['shop', ' mobiltelefon egyenlegfeltöltés', ' kenőolaj', ' kávé', ' kamion parkoló', ' hűségkártya', ' DKV-kártya', ' bankkártya elfogadás', ' autópálya-matrica nemzetközi', ' autópálya-matrica', ' Wifi', '']","['Hétfő:07:00 - 18:00', '\t\t\tKedd:07:00 - 18:00', '\t\t\tSzerda:07:00 - 18:00', '\t\t\tCsütörtök:07:00 - 18:00', '\t\t\tPéntek:07:00 - 18:00', '\t\t\tSzombat:07:00 - 18:00', '\t\t\tVasárnap:07:00 - 18:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Lpg': '380.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/mol_devavanya_sportu5,"Dévaványa, Sport u. 5.","47.03031540,20.94683647","['nagynyomású kútoszlop', ' UTA-kártya', ' kávé', ' bankkártya elfogadás', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' PB-gáz', ' autópálya-matrica', ' shop', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:07:00 - 19:00', '\t\t\tVasárnap:07:00 - 19:00']","{'95-ös Benzin E10': '665.0,- Ft', 'Gázolaj': '726.0,- Ft', '100-As Benzin E5': '702.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/shell_budapest_xix_ulloiut233,"Budapest XIX, Üllői út 233.","47.46270752,19.13219452","['kávé', ' bankkártya elfogadás', ' WC', ' mobiltelefon egyenlegfeltöltés', ' shop', ' AdBlue kannás', ' gépi autómosó', ' hűségkártya', ' autópálya-matrica nemzetközi', ' autópálya-matrica', ' büfé', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Gázolaj': '724.9,- Ft', 'Prémium Gázolaj': '778.9,- Ft', '100-As Benzin E5': '714.9,- Ft', '95-ös Benzin E10': '663.7,- Ft', 'Prémium Benzin E10': '701.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_kecskemet_m5autopalyajobb,"Kecskemét, M5 autópálya jobb","46.84777451,19.66422272","['DKV-kártya', ' autópálya-matrica', ' shop', ' mobiltelefon egyenlegfeltöltés', ' hűségkártya', ' kamion parkoló', ' pékség', ' bankkártya elfogadás', ' kávé', ' UTA-kártya', ' nagynyomású kútoszlop', ' HU-GO feltöltés', ' Zuhanyzó', ' Gyógyszer', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '685.0,- Ft', 'Prémium Gázolaj': '801.0,- Ft', '100-As Benzin E5': '722.0,- Ft', 'Gázolaj': '746.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/lukoil_budapest_xi_hunyadijut,"Budapest XI, Hunyadi J. út","47.44134521,19.04592133","['hűségkártya', ' keréknyomás mérő', ' bankkártya elfogadás', ' kávé', ' kamion parkoló', ' shop', ' mobiltelefon egyenlegfeltöltés', ' DKV-kártya', ' ABC', ' UTA-kártya', '']","['Hétfő:05:00 - 22:00', '\t\t\tKedd:05:00 - 22:00', '\t\t\tSzerda:05:00 - 22:00', '\t\t\tCsütörtök:05:00 - 22:00', '\t\t\tPéntek:05:00 - 22:00', '\t\t\tSzombat:05:00 - 22:00', '\t\t\tVasárnap:05:00 - 22:00']","{'Gázolaj': '699.0,- Ft', 'Prémium Gázolaj': '729.0,- Ft', '95-ös Benzin E10': '641.0,- Ft', '100-As Benzin E5': '671.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/omv_debrecen_istvanut137,"Debrecen, István út 137.","47.51549530,21.60524750","['mobiltelefon egyenlegfeltöltés', ' kézi autómosó', ' kávé', ' gépi autómosó', ' bankkártya elfogadás', ' autópálya-matrica', ' nagynyomású kútoszlop', ' porszívó', ' shop', ' UTA-kártya', ' Étterem', ' büfé', ' DKV-kártya', ' hűségkártya', ' kenőolaj', ' keréknyomás mérő', ' pontgyűjtő kártya', ' WC', ' Wifi', '']","['Hétfő:0-24 óráig', '\t\t\tKedd:0-24 óráig', '\t\t\tSzerda:0-24 óráig', '\t\t\tCsütörtök:0-24 óráig', '\t\t\tPéntek:0-24 óráig', '\t\t\tSzombat:0-24 óráig', '\t\t\tVasárnap:0-24 óráig']","{'Prémium Gázolaj': '758.9,- Ft', 'Gázolaj': '699.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mobil-petrol_geresdlak_hunyadijanosutca,"Geresdlak, Hunyadi János utca","46.10793304,18.51904869","['autópálya-matrica', ' bankkártya elfogadás', ' HU-GO feltöltés', ' kávé', ' keréknyomás mérő', ' kézi autómosó', ' PB-gáz', '']","['Hétfő:06:00 - 20:00', '\t\t\tKedd:06:00 - 20:00', '\t\t\tSzerda:06:00 - 20:00', '\t\t\tCsütörtök:06:00 - 20:00', '\t\t\tPéntek:06:00 - 20:00', '\t\t\tSzombat:06:00 - 20:00', '\t\t\tVasárnap:06:00 - 20:00']","{'95-ös Benzin E10': '639.0,- Ft', 'Gázolaj': '694.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/omv_gyor_szentistvanut,"Győr, Szent István út","47.68107605,17.62517166","['porszívó', ' kézi autómosó', ' bankkártya elfogadás', ' autópálya-matrica nemzetközi', ' autópálya-matrica', ' shop', ' UTA-kártya', ' büfé', ' DKV-kártya', ' hűségkártya', ' kávé', ' kenőolaj', ' keréknyomás mérő', ' Mozgáskorlátozott mosdó', ' pontgyűjtő kártya', ' WC', ' Wifi', '']","['Hétfő:05:00 - 23:00', '\t\t\tKedd:05:00 - 23:00', '\t\t\tSzerda:05:00 - 23:00', '\t\t\tCsütörtök:05:00 - 23:00', '\t\t\tPéntek:05:00 - 23:00', '\t\t\tSzombat:05:00 - 23:00', '\t\t\tVasárnap:05:00 - 23:00']","{'Gázolaj': '699.9,- Ft', 'Prémium Gázolaj': '758.9,- Ft', '95-ös Benzin E10': '648.8,- Ft', '100-As Benzin E5': '688.9,- Ft', 'Prémium Benzin E10': '664.9,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/mol_isaszeg_rakocziuhrsz455,"Isaszeg, Rákóczi u. hrsz. 455","47.52770996,19.38992119","['porszívó', ' PB-gáz', ' kézi autómosó', ' shop', ' autópálya-matrica', ' mobiltelefon egyenlegfeltöltés', ' hűségkártya', ' keréknyomás mérő', ' pékség', ' WC', ' bankkártya elfogadás', ' kávé', ' UTA-kártya', ' kenőolaj', ' nagynyomású kútoszlop', ' Wifi', ' Pick Pack Pont', ' Gyógyszer', '']","['Hétfő:05:00 - 22:00', '\t\t\tKedd:05:00 - 22:00', '\t\t\tSzerda:05:00 - 22:00', '\t\t\tCsütörtök:05:00 - 22:00', '\t\t\tPéntek:05:00 - 22:00', '\t\t\tSzombat:05:00 - 22:00', '\t\t\tVasárnap:05:00 - 22:00']","{'100-As Benzin E5': '702.0,- Ft', 'Prémium Gázolaj': '781.0,- Ft', 'Gázolaj': '726.0,- Ft', '95-ös Benzin E10': '665.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
https://holtankoljak.net/lukoil_dunafoldvar_6-osut84,"Dunaföldvár, 6-os út 84","46.83424377,18.90980721","['HU-GO feltöltés', ' kávé', ' bankkártya elfogadás', ' kamion parkoló', ' keréknyomás mérő', ' hűségkártya', ' mobiltelefon egyenlegfeltöltés', ' shop', ' DKV-kártya', '']","['Hétfő:06:00 - 21:00', '\t\t\tKedd:06:00 - 21:00', '\t\t\tSzerda:06:00 - 21:00', '\t\t\tCsütörtök:06:00 - 21:00', '\t\t\tPéntek:06:00 - 21:00', '\t\t\tSzombat:06:00 - 21:00', '\t\t\tVasárnap:07:00 - 19:00']","{'95-ös Benzin E10': '641.0,- Ft', 'Gázolaj': '699.0,- Ft', '100-As Benzin E5': '671.0,- Ft', 'Prémium Gázolaj': '729.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '479.9,- Ft'}"
https://holtankoljak.net/patanyi_szallitas_kft_tata_agostyaniut78,"Tata, Agostyáni út 78.","47.65744019,18.33491898","['kávé', ' bankkártya elfogadás', ' mobiltelefon egyenlegfeltöltés', ' autópálya-matrica', ' kenőolaj', '']","['Hétfő:05:30 - 19:00', '\t\t\tKedd:05:30 - 19:00', '\t\t\tSzerda:05:30 - 19:00', '\t\t\tCsütörtök:05:30 - 19:00', '\t\t\tPéntek:05:30 - 19:00', '\t\t\tSzombat:05:30 - 17:00', '\t\t\tVasárnap:0-24 óráig']","{'95-ös Benzin E10': '609.0,- Ft', 'Gázolaj': '691.0,- Ft', 'Gázolaj - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft', '95-Ös Benzin E10 - Hatósági ÁrasÉrvényes Magyar forgalmi engedéllyel': '480.0,- Ft'}"
