licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
RIW880,MAN Lions City GL NG313 csuklós busz,BUS,,47.2428,18.30536,,,
V1440,Ganz csuklós,TRAM,BKK_C21846108,47.452667,19.038723,47,Városház tér,Deák Ferenc tér M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C3489317683,47.516716,19.091444,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV871,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950154,47.45545,19.114698,123A,Szentlőrinci úti ltp.,Határ út M
V4334,Tátra T5C5K,TRAM,BKK_C347432795,47.4648,19.043097,56,Városház tér,Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV873-_2RGD4yGTl-iZgbyLn4xuQ,47.42996,19.168959,,,
V1441,Ganz csuklós,TRAM,BKK_C36350739,47.46603,19.022036,49,Kelenföld vasútállomás M,Deák Ferenc tér M
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C35620360,47.463223,19.149311,282E,Alacskai úti lakótelep,Kőbánya-Kispest M
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_C36581154,47.475304,19.069798,54,"Péterimajor, Víztorony tér",Boráros tér H
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C3515759,47.4658,19.153044,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
LOV869,VanHool AG318 csuklós autóbusz,BUS,BKK_C35519796,47.469093,19.07517,23E,Boráros tér H,Pesterzsébeti lakótelep
V1448,Ganz csuklós,TRAM,BKK_C36350101,47.467163,19.02215,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C34954326,47.471104,19.10926,3,Mexikói út M,Gubacsi út / Határ út
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C349543938J,47.45937,19.11997,3,Mexikói út M,Gubacsi út / Határ út
V2205,CAF 5 modulos szerelvény,TRAM,BKK_C34954287,47.51777,19.0931,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,BKK_C37690127,47.459515,19.139988,50,Lajosmizsei sorompó,Határ út M
V1444,Ganz csuklós,TRAM,BKK_C37783123,47.510365,19.046906,2,Jászai Mari tér,Közvágóhíd H
V4339,Tátra T5C5,TRAM,,47.463654,19.023203,,,
V2204,CAF 5 modulos szerelvény,TRAM,BKK_C34954296,47.519047,19.091293,3,Mexikói út M,Gubacsi út / Határ út
V1443,Ganz csuklós,TRAM,BKK_C3635095,47.487076,19.05753,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950147,47.42555,19.148237,123,"Soroksár, IKEA áruház",Határ út M
V2207,CAF 5 modulos szerelvény,TRAM,BKK_C34954239,47.470345,19.108494,3,Mexikói út M,Gubacsi út / Határ út
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950158,47.436455,19.131329,123A,Szentlőrinci úti ltp.,Határ út M
V1445,Ganz csuklós,TRAM,BKK_C21846130,47.474422,19.046661,47,Városház tér,Deák Ferenc tér M
V4340,Tátra T5C5K,TRAM,BKK_C3474315606J,47.430286,19.037657,56,Városház tér,Hűvösvölgy
947,MXA,SUBURBAN_RAILWAY,BKK_H21429_390,47.416927,19.11057,H6,Ráckeve,Közvágóhíd
LOV881,VanHool AG318 csuklós autóbusz,BUS,BKK_C36581148,47.4199,19.16499,54,"Péterimajor, Víztorony tér",Boráros tér H
V2212,CAF 5 modulos szerelvény,TRAM,BKK_C349543820J,47.456116,19.115139,3,Mexikói út M,Gubacsi út / Határ út
V1451,Ganz csuklós,TRAM,BKK_C3778395,47.505856,19.047688,2,Jászai Mari tér,Közvágóhíd H
V1450,Ganz csuklós,TRAM,BKK_C21846121,47.426704,19.039364,47,Városház tér,Deák Ferenc tér M
