licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846443,47.48347,19.053316,47,Városház tér,Deák Ferenc tér M
LOV871,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950333,47.437534,19.12968,123A,Szentlőrinci úti ltp.,Határ út M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C34893844,47.46697,19.049686,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV872,VanHool AG318 csuklós autóbusz,BUS,,47.427105,19.158829,,,
V4065,Tátra T5C5K,TRAM,,47.43985,19.03561,56,Városház tér,Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV873-Y0z8QLiMSxOVpIINxlIL6Q,47.46518,19.126545,,,
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C373771843,47.40524,19.188192,266,"Ganztelep, Mednyánszky u.",Pestszentimre vasútáll.
V1441,Ganz csuklós,TRAM,,47.47001,19.025251,,,
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C356201331,47.453987,19.192337,282E,Alacskai úti lakótelep,Kőbánya-Kispest M
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C35157139,47.47212,19.176973,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
LOV868,VanHool AG318 csuklós autóbusz,BUS,,47.464813,19.1426,,,
V4061,Tátra T5C5K,TRAM,BKK_C3474311281,47.480385,19.051996,56A,Móricz Zs. körtér M,Hűvösvölgy
V1448,Ganz csuklós,TRAM,BKK_C36350265,47.476143,19.042686,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C34954509,47.519,19.091286,3,Mexikói út M,Gubacsi út / Határ út
MPW618,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.427742,19.158508,,,
V4070,Tátra T5C5K,TRAM,,47.47548,19.046959,,,
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C38559862,47.49599,19.072083,99,Mátyás király tér,Blaha Lujza tér M
V1444,Ganz csuklós,TRAM,BKK_C377835087,47.48305,19.062826,2,Jászai Mari tér,Közvágóhíd H
V2204,CAF 5 modulos szerelvény,TRAM,BKK_C34954485,47.46196,19.110258,3,Mexikói út M,Gubacsi út / Határ út
V1443,Ganz csuklós,TRAM,BKK_C36350255,47.47285,19.033625,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950337,47.45906,19.119791,123,"Soroksár, IKEA áruház",Határ út M
MPW617,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C1858576,47.43565,19.223255,236A,Havanna utcai lakótelep,"Ganztelep, Mednyánszky u."
V4069,Tátra T5C5K,TRAM,BKK_C348093058,47.509266,19.00962,59,Márton Áron tér,Szent János Kórház
V1445,Ganz csuklós,TRAM,BKK_C21846422,47.460888,19.041775,47,Városház tér,Deák Ferenc tér M
V4340,Tátra T5C5K,TRAM,BKK_C3483816304,47.503067,19.024048,17,Savoya Park,Bécsi út / Vörösvári út
947,MXA,SUBURBAN_RAILWAY,BKK_H24053_403,47.336723,19.024782,H6,Ráckeve,Közvágóhíd
LOV881,VanHool AG318 csuklós autóbusz,BUS,BKK_C365811773,47.38892,19.162313,54,"Péterimajor, Víztorony tér",Boráros tér H
MPW622,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36292358,47.47056,19.146376,117,Mélytó utca,Kőbánya alsó vasútáll.
V1450,Ganz csuklós,TRAM,,47.497467,19.055305,,,
V2211,CAF 5 modulos szerelvény,TRAM,BKK_C34954524,47.489883,19.136738,3,Mexikói út M,Gubacsi út / Határ út
V4073,Tátra T5C5K,TRAM,BKK_C3474311144,47.486885,19.050592,56,Városház tér,Hűvösvölgy
V2214,CAF 5 modulos szerelvény,TRAM,BKK_C34954497,47.504032,19.13648,3,Mexikói út M,Gubacsi út / Határ út
