licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846491,47.474648,19.046707,47,Városház tér,Deák Ferenc tér M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C3489317891,47.520596,19.08568,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_C37690270,47.45671,19.1466,50,Lajosmizsei sorompó,Határ út M
V1441,Ganz csuklós,TRAM,,47.47002,19.025093,,,
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C356201382,47.462826,19.149496,284E,"Pestszentimre, Benjámin u.",Kőbánya-Kispest M
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C35157159,47.484676,19.217228,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_C365811812,47.389305,19.16202,54,"Péterimajor, Víztorony tér",Boráros tér H
V4333,Tátra T5C5K,TRAM,BKK_C349316686,47.504803,19.039457,19,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V1448,Ganz csuklós,TRAM,BKK_C36350299,47.48039,19.052197,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C34954936,47.482456,19.128304,3,Mexikói út M,Gubacsi út / Határ út
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C34954924,47.511578,19.125656,3,Mexikói út M,Gubacsi út / Határ út
V1444,Ganz csuklós,TRAM,BKK_C377832495,47.48488,19.059027,2,Jászai Mari tér,Közvágóhíd H
LOV874,VanHool AG318 csuklós autóbusz,BUS,BKK_C37690281,47.464725,19.12777,50,Lajosmizsei sorompó,Határ út M
V4339,Tátra T5C5,TRAM,,47.490646,19.088911,,,
V2204,CAF 5 modulos szerelvény,TRAM,BKK_C34954557,47.52029,19.098497,3,Mexikói út M,Gubacsi út / Határ út
V1443,Ganz csuklós,TRAM,BKK_C36350317,47.48961,19.061342,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950339,47.46448,19.12635,123,"Soroksár, IKEA áruház",Határ út M
V1445,Ganz csuklós,TRAM,BKK_C21846470,47.475063,19.04684,47,Városház tér,Deák Ferenc tér M
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950855,47.454254,19.112555,123,"Soroksár, IKEA áruház",Határ út M
V4340,Tátra T5C5K,TRAM,,47.4368,19.037401,,,
947,MXA,SUBURBAN_RAILWAY,BKK_H21543_419,47.36659,19.092955,H6,Ráckeve,Közvágóhíd
LOV881,VanHool AG318 csuklós autóbusz,BUS,BKK_C365811824,47.47961,19.067274,54,"Péterimajor, Víztorony tér",Boráros tér H
V1451,Ganz csuklós,TRAM,,47.47065,19.090368,2,Jászai Mari tér,Közvágóhíd H
V2212,CAF 5 modulos szerelvény,TRAM,BKK_C34954954,47.456486,19.114271,3,Mexikói út M,Gubacsi út / Határ út
V1450,Ganz csuklós,TRAM,BKK_C21846503,47.49694,19.056393,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,BKK_C34954527,47.443874,19.096355,3,Mexikói út M,Gubacsi út / Határ út
V2214,CAF 5 modulos szerelvény,TRAM,BKK_C34954566,47.52112,19.10656,3,Mexikói út M,Gubacsi út / Határ út
V2213,CAF 5 modulos szerelvény,TRAM,BKK_C349543821J,47.46549,19.125538,3,Mexikói út M,Gubacsi út / Határ út
