host_is_superhost,host_total_listings_count,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_l30d,review_scores_cleanliness,review_scores_value,instant_bookable,reviews_per_month,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_are_shared,bathrooms_count,amenity_washer,amenity_hangers,amenity_long_term_stays_allowed,amenity_shampoo,amenity_dishes_and_silverware,amenity_elevator,amenity_tv,amenity_hot_water,amenity_workspace,amenity_stove,amenity_bed_linens,amenity_refrigerator,amenity_hair_dryer,amenity_iron,amenity_coffee_maker,amenity_cooking_basics,name_cleaned_length,description_cleaned_length,name_touristy
0,1.0,1,entire_place,2,1.0,1.0,50.0,0,0,2,0,4.5,5.0,0,0.05,0,1,Alsergrund,9.441095890410958,3.375342465753425,3.663013698630137,0,1.0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,3,57,0
1,20.0,1,entire_place,3,1.0,1.0,68.0,0,158,29,0,4.93,4.76,0,0.67,0,0,Rudolfsheim-Fnfhaus,7.884931506849315,3.723287671232877,1.03013698630137,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,117,1
0,1.0,1,entire_place,5,1.0,4.0,23.0,0,0,99,0,4.71,4.59,0,2.49,0,0,Favoriten,6.189041095890411,3.4136986301369863,1.515068493150685,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,7,149,0
1,3.0,1,entire_place,4,1.0,2.0,124.0,8,76,83,0,4.94,4.79,1,1.9,0,0,Neubau,5.367123287671233,3.728767123287671,1.4712328767123288,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,156,1
0,14.0,1,entire_place,4,1.0,1.0,65.0,0,0,52,0,4.65,4.66,1,1.17,1,0,Leopoldstadt,4.183561643835616,3.786301369863014,3.326027397260274,0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,4,168,0
1,7.0,1,entire_place,7,2.0,4.0,85.0,0,314,8,0,4.63,4.88,0,0.25,0,1,Margareten,8.01095890410959,2.723287671232877,1.4602739726027398,0,2.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,9,47,1
1,1.0,0,private_room,4,1.0,2.0,20.0,0,37,37,0,4.95,4.86,0,0.99,0,1,Other,5.367123287671233,3.2,2.3863013698630136,1,1.5,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,7,167,0
1,1.0,1,entire_place,5,3.0,4.0,195.0,0,0,17,0,4.94,4.94,1,0.65,0,0,Other,3.8657534246575342,2.290410958904109,1.9589041095890407,0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,169,0
1,1.0,1,entire_place,2,1.0,1.0,145.0,0,5,37,0,4.95,4.84,1,0.84,1,0,Neubau,3.8657534246575342,3.7424657534246575,1.6904109589041096,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,6,137,0
0,1.0,1,private_room,2,1.0,1.0,40.0,0,0,153,0,4.95,4.84,0,3.57,0,0,Margareten,6.454794520547945,3.663013698630137,1.5123287671232877,0,1.5,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,9,153,1
0,1.0,0,entire_place,6,3.0,3.0,39.0,0,0,1,0,5.0,5.0,0,0.02,0,1,Other,6.328767123287672,3.66027397260274,3.66027397260274,0,1.5,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,7,67,0
0,1.0,1,entire_place,4,1.0,1.0,80.0,0,0,2,0,5.0,5.0,1,0.05,0,1,Other,3.8657534246575342,3.663013698630137,3.673972602739726,0,1.0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,7,17,0
0,2.0,1,private_room,2,1.0,1.0,28.0,18,76,40,1,4.78,4.75,0,0.93,1,1,Margareten,5.493150684931507,3.66027397260274,2.663013698630137,1,1.0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,6,81,1
0,1.0,1,entire_place,2,1.0,1.0,120.0,0,0,2,0,5.0,5.0,0,0.05,0,0,Neubau,6.964383561643835,3.6575342465753424,2.884931506849315,0,1.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,5,63,0
0,1.0,0,private_room,2,1.0,2.0,25.0,28,88,6,0,5.0,4.67,1,0.16,1,0,Favoriten,4.06027397260274,3.1890410958904107,2.6575342465753424,0,1.0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,5,135,1
0,1.0,0,entire_place,2,1.0,1.0,55.0,30,361,7,0,5.0,4.71,0,0.16,0,0,Margareten,9.35890410958904,3.6575342465753424,3.0904109589041098,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,127,0
1,1.0,1,private_room,2,1.0,1.0,99.0,0,0,52,0,5.0,4.77,0,1.16,1,0,Other,3.857534246575343,3.83013698630137,2.271232876712329,0,1.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5,66,0
1,1.0,0,entire_place,5,3.0,3.0,52.0,9,80,19,0,4.95,4.95,0,0.48,1,0,Other,3.857534246575343,3.3835616438356166,1.8575342465753424,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,5,133,0
1,1.0,1,entire_place,2,1.0,1.0,32.0,9,40,104,1,4.86,4.82,0,2.36,1,0,Neubau,7.16986301369863,3.761643835616439,2.695890410958904,0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,105,0
0,3.0,1,entire_place,4,1.0,2.0,89.0,30,180,7,0,5.0,4.71,1,0.18,1,1,Other,3.947945205479452,3.3013698630136985,2.246575342465753,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,22,0
0,3.0,1,entire_place,4,1.0,2.0,89.0,30,180,9,0,4.89,4.78,1,0.22,1,1,Other,3.947945205479452,3.5753424657534247,0.9808219178082191,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,22,0
0,1.0,1,entire_place,4,1.0,3.0,53.0,0,0,27,0,4.96,4.96,1,0.61,0,0,Other,6.712328767123288,3.758904109589041,3.2986301369863016,0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,7,143,0
0,2.0,1,entire_place,4,2.0,2.0,64.0,0,310,33,1,5.0,5.0,1,0.77,0,1,Other,3.93972602739726,3.67945205479452,0.2136986301369863,0,1.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,6,66,0
0,1.0,1,entire_place,3,1.0,2.0,45.0,0,0,6,0,5.0,4.67,0,0.37,1,0,Other,3.854794520547945,1.4821917808219178,1.1287671232876713,0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,8,113,0
0,3.0,1,entire_place,6,1.0,2.0,45.0,30,365,51,0,4.96,4.9,0,1.14,0,0,Rudolfsheim-Fnfhaus,3.8493150684931514,3.821917808219178,2.841095890410959,0,1.5,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,6,150,1
1,1.0,1,entire_place,6,2.0,5.0,151.0,0,100,94,2,4.98,4.96,1,2.19,0,0,Other,3.8465753424657536,3.663013698630137,0.9424657534246575,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,7,35,0
0,1.0,0,entire_place,4,1.0,2.0,55.0,10,345,3,0,5.0,4.33,0,0.16,1,0,Ottakring,4.156164383561644,1.7287671232876711,0.9232876712328768,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,7,159,0
0,1.0,1,private_room,4,1.0,2.0,27.0,0,0,2,0,5.0,5.0,1,0.04,1,1,Other,3.997260273972602,3.841095890410959,3.8383561643835615,1,1.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,8,36,0
0,15.0,1,entire_place,4,1.0,2.0,38.0,17,329,153,0,4.61,4.69,1,3.46,0,0,Rudolfsheim-Fnfhaus,7.764383561643836,3.780821917808219,1.663013698630137,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,7,151,0
0,2.0,0,entire_place,3,1.0,1.0,55.0,0,0,3,0,5.0,5.0,0,0.07,1,0,Other,6.158904109589041,3.761643835616439,2.3835616438356166,0,1.0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,7,79,0
0,2.0,0,private_room,2,1.0,1.0,20.0,0,0,15,0,5.0,4.8,1,0.44,1,1,Ottakring,6.158904109589041,2.958904109589041,3.4383561643835616,0,1.0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,6,74,0
0,3.0,1,entire_place,4,2.0,2.0,58.0,2,316,166,1,4.53,4.72,1,3.69,1,1,Leopoldstadt,6.23013698630137,3.835616438356164,1.8136986301369864,0,1.0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,6,40,1
1,1.0,0,entire_place,4,1.0,1.0,85.0,23,337,54,2,5.0,4.91,0,1.32,0,0,Landstra§e,7.6,3.493150684931507,2.3917808219178083,0,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,7,167,0
1,1.0,1,entire_place,6,2.0,2.0,109.0,28,175,62,0,4.95,4.79,0,1.5,0,0,Other,8.471232876712328,3.5424657534246577,2.304109589041096,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,115,1
0,1.0,0,entire_place,3,1.0,2.0,86.0,0,0,6,0,4.5,4.67,1,0.15,0,0,Innere Stadt,3.841095890410959,3.4,3.0575342465753423,0,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,9,147,1
1,1.0,1,entire_place,4,1.0,2.0,69.0,8,128,181,4,4.65,4.83,1,4.53,0,1,Neubau,4.457534246575342,3.43013698630137,0.2876712328767123,0,1.0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,4,83,0
0,1.0,1,entire_place,2,1.0,1.0,35.0,0,0,18,0,4.78,4.83,0,0.43,0,0,Neubau,3.8383561643835615,3.5671232876712327,3.67945205479452,0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,5,159,1
0,2.0,1,private_room,2,1.0,1.0,30.0,0,0,242,0,4.37,4.65,0,5.44,0,1,Leopoldstadt,4.449315068493151,3.8,1.5808219178082192,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,9,57,0
0,2.0,1,private_room,2,1.0,1.0,40.0,0,0,7,0,5.0,4.86,1,0.16,0,0,Innere Stadt,5.156164383561644,3.819178082191781,3.745205479452055,1,1.0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,6,158,0
0,6.0,0,entire_place,4,2.0,2.0,36.0,11,71,90,2,4.81,4.72,1,2.23,0,1,Other,5.301369863013699,3.4547945205479453,1.8136986301369864,0,1.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,7,136,0
0,2.0,1,entire_place,2,1.0,1.0,45.0,0,0,49,0,4.53,4.59,1,1.24,1,1,Other,5.372602739726028,3.405479452054794,1.4958904109589042,0,1.0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,7,135,0
1,13.0,1,entire_place,2,1.0,1.0,86.0,8,159,15,0,4.93,4.87,1,0.38,0,0,Alsergrund,6.4301369863013695,3.405479452054794,2.073972602739726,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,141,0
0,1.0,0,entire_place,4,2.0,7.0,65.0,4,236,16,0,4.87,4.87,0,0.42,0,1,Favoriten,11.646575342465754,3.3013698630136985,1.6904109589041096,0,1.0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,3,70,0
0,2.0,1,private_room,2,1.0,2.0,55.0,29,364,2,0,3.5,4.0,0,0.11,1,0,Other,5.405479452054794,1.5808219178082192,1.4191780821917808,1,1.0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,6,15,0
0,1.0,0,entire_place,3,1.0,3.0,42.0,0,0,26,0,4.73,4.88,1,0.59,1,1,Other,3.827397260273973,3.7424657534246575,2.9178082191780823,0,1.0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,5,46,0
1,2.0,1,entire_place,2,1.0,1.0,56.0,16,66,41,0,5.0,4.88,1,1.33,0,0,Other,7.049315068493151,2.673972602739726,1.9287671232876715,0,1.5,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,9,82,1
0,1.0,0,private_room,2,1.0,2.0,40.0,0,0,9,0,4.67,4.89,1,0.2,0,0,Landstra§e,3.8794520547945206,3.8054794520547945,3.66027397260274,1,1.0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,5,139,0
0,1.0,1,entire_place,3,1.0,2.0,49.0,6,61,133,0,4.9,4.78,0,3.01,1,1,Innere Stadt,3.8657534246575342,3.778082191780822,0.8273972602739726,0,1.5,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,154,1
0,1.0,1,entire_place,3,1.0,2.0,79.0,27,87,16,0,3.87,4.13,0,0.4,0,1,Other,5.024657534246575,3.416438356164384,3.1890410958904107,0,1.0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,5,107,1
1,3.0,1,entire_place,3,1.0,3.0,50.0,22,117,15,0,4.87,4.93,0,0.55,0,0,Other,5.693150684931507,2.3945205479452056,2.326027397260274,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,150,0
1,5.0,1,entire_place,4,1.0,4.0,121.0,29,353,26,1,5.0,4.81,1,1.03,0,0,Landstra§e,10.104109589041096,2.2164383561643834,1.652054794520548,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,152,1
1,5.0,1,entire_place,4,1.0,1.0,131.0,0,188,22,0,4.95,4.59,1,0.88,0,0,Landstra§e,10.104109589041096,2.208219178082192,1.536986301369863,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,142,0
1,10.0,1,entire_place,4,1.0,1.0,93.0,6,297,34,0,4.85,4.88,1,0.76,0,1,Mariahilf,3.819178082191781,3.8,0.2520547945205479,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,144,1
0,2.0,1,entire_place,3,1.0,1.0,28.0,0,281,30,0,3.82,4.5,0,1.11,0,0,Other,4.041095890410959,2.3589041095890413,1.4657534246575343,0,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,2,153,0
0,1.0,1,entire_place,2,1.0,1.0,64.0,24,357,184,0,4.82,4.71,0,4.2,1,0,Neubau,3.819178082191781,3.7424657534246575,1.5068493150684932,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,160,1
0,1.0,1,entire_place,2,1.0,1.0,34.0,0,0,5,0,5.0,4.8,1,0.12,1,0,Other,4.534246575342466,3.668493150684931,3.72054794520548,0,1.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,7,115,1
0,4.0,1,entire_place,2,1.0,2.0,39.0,0,310,54,0,4.35,4.57,1,1.23,0,0,Ottakring,3.824657534246575,3.7424657534246575,2.2246575342465755,0,1.0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,4,172,0
0,4.0,1,entire_place,3,1.0,2.0,49.0,30,339,60,0,4.88,4.77,1,1.46,0,0,Ottakring,3.824657534246575,3.5287671232876714,1.9315068493150684,0,1.0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,5,172,0
1,1.0,1,entire_place,4,1.0,0.0,39.0,0,4,119,1,4.92,4.87,1,2.69,0,1,Leopoldstadt,3.816438356164384,3.780821917808219,2.0273972602739727,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,70,0
0,3.0,0,entire_place,4,1.0,2.0,119.0,0,0,1,0,5.0,4.0,1,0.02,1,1,Rudolfsheim-Fnfhaus,3.813698630136986,3.66027397260274,3.66027397260274,0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3,121,0
0,24.0,1,entire_place,4,1.0,2.0,62.0,3,95,308,3,4.74,4.69,1,6.96,0,0,Other,5.402739726027397,3.780821917808219,1.63013698630137,0,1.0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,6,89,0
0,1.0,0,entire_place,1,1.0,1.0,39.0,0,0,14,0,5.0,4.79,0,0.32,0,0,Leopoldstadt,5.254794520547946,3.704109589041096,2.8602739726027395,0,1.0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,4,130,0
0,24.0,1,entire_place,6,2.0,2.0,138.0,6,117,7,1,5.0,4.57,1,0.18,1,1,Innere Stadt,6.810958904109589,3.304109589041096,3.416438356164384,0,1.0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,5,112,0
1,3.0,1,entire_place,3,1.0,2.0,119.0,0,0,68,0,4.94,4.82,1,1.6,0,0,Leopoldstadt,10.095890410958903,3.641095890410959,2.361643835616438,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,153,0
0,2.0,0,entire_place,4,1.0,1.0,60.0,0,237,8,0,5.0,5.0,0,0.19,1,0,Neubau,3.810958904109589,3.6575342465753424,3.26027397260274,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,169,1
0,4.0,1,private_room,5,1.0,1.0,18.0,0,0,91,0,4.46,4.69,0,2.23,1,1,Mariahilf,6.597260273972603,3.493150684931507,2.361643835616438,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,153,0
0,12.0,1,entire_place,2,1.0,2.0,27.0,0,249,24,0,4.71,4.38,0,0.7,0,0,Other,6.46027397260274,2.978082191780822,0.8575342465753425,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,5,159,1
0,1.0,1,entire_place,4,2.0,2.0,90.0,0,0,5,0,5.0,5.0,1,0.11,1,0,Leopoldstadt,5.123287671232877,3.723287671232877,3.106849315068493,0,1.0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,7,113,0
1,2.0,0,entire_place,6,2.0,5.0,115.0,15,311,49,1,4.9,4.83,1,1.15,1,0,Other,9.126027397260271,3.6575342465753424,3.232876712328767,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,135,0
1,2.0,1,private_room,2,1.0,1.0,45.0,0,0,14,0,5.0,5.0,1,0.52,0,1,Mariahilf,8.583561643835617,2.350684931506849,1.7123287671232876,1,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,4,128,1
1,1.0,1,entire_place,4,1.0,3.0,85.0,0,0,7,0,5.0,4.86,1,0.28,0,1,Neubau,5.3342465753424655,2.197260273972603,1.663013698630137,0,1.0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,8,69,1
0,1.0,1,entire_place,3,1.0,1.0,48.0,0,0,11,0,4.73,4.73,0,0.25,0,1,Other,3.8054794520547945,3.745205479452055,3.115068493150685,0,1.5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,5,71,1
0,1.0,1,entire_place,2,1.0,1.0,39.0,0,0,6,0,5.0,4.83,1,0.14,1,1,Landstra§e,6.682191780821918,3.66027397260274,2.8767123287671232,0,1.0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,81,1
1,20.0,1,entire_place,4,2.0,3.0,115.0,7,342,77,0,4.96,4.75,0,1.77,0,0,Favoriten,7.884931506849315,3.717808219178082,2.6876712328767125,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,162,0
1,2.0,1,entire_place,4,1.0,2.0,49.0,1,300,78,1,4.78,4.69,1,1.82,0,0,Neubau,6.342465753424658,3.663013698630137,1.9315068493150684,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2,173,0
1,1.0,1,entire_place,4,1.0,2.0,84.0,0,0,40,0,4.95,4.75,0,0.92,0,1,Ottakring,3.802739726027397,3.72054794520548,1.9397260273972603,0,1.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,8,166,1
0,15.0,1,entire_place,3,1.0,2.0,50.0,18,168,21,1,4.95,4.43,1,0.48,1,0,Alsergrund,6.476712328767123,3.7013698630136975,2.8602739726027395,0,1.0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,3,59,0
0,1.0,0,entire_place,4,1.0,4.0,43.0,28,178,6,0,5.0,5.0,0,0.14,1,1,Other,6.071232876712329,3.66027397260274,3.3835616438356166,0,1.5,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,6,147,0
0,1.0,0,entire_place,2,1.0,1.0,35.0,0,0,1,0,5.0,5.0,0,0.02,1,1,Alsergrund,3.810958904109589,3.783561643835617,3.783561643835617,0,1.0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,7,37,0
1,1.0,1,private_room,2,1.0,1.0,30.0,3,95,223,5,4.95,4.87,1,5.29,1,0,Neubau,3.8,3.6054794520547935,2.063013698630137,1,1.0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,8,152,0
0,1.0,1,entire_place,4,1.0,2.0,65.0,0,93,32,0,5.0,4.77,0,0.74,0,0,Other,10.501369863013698,3.717808219178082,2.6876712328767125,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,151,0
0,1.0,0,entire_place,4,1.0,2.0,45.0,0,0,17,0,4.27,4.47,0,0.39,1,0,Other,5.7095890410958905,3.761643835616439,2.6684931506849314,0,1.0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,6,83,0
0,12.0,1,entire_place,2,1.0,2.0,27.0,0,249,14,0,4.57,4.36,0,0.39,0,0,Other,6.46027397260274,3.112328767123288,1.6986301369863013,0,1.0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,5,158,1
1,3.0,1,private_room,2,1.0,1.0,22.0,21,350,65,0,4.88,4.82,1,1.52,1,0,Other,3.964383561643836,3.649315068493151,1.6986301369863013,1,1.5,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,4,37,1
0,3.0,1,entire_place,6,1.0,3.0,60.0,0,188,52,0,4.65,4.71,0,1.19,1,1,Other,6.553424657534246,3.723287671232877,1.6547945205479453,0,1.0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,4,76,1
0,1.0,1,entire_place,2,1.0,1.0,59.0,0,210,4,0,4.75,4.75,0,0.1,1,0,Rudolfsheim-Fnfhaus,5.8712328767123285,3.361643835616438,1.8986301369863012,0,1.0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,5,88,0
0,1.0,1,entire_place,4,1.0,2.0,64.0,0,0,134,0,4.94,4.85,0,3.11,1,1,Landstra§e,3.7945205479452055,3.690410958904109,1.6356164383561644,0,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,7,129,0
0,2.0,1,private_room,1,1.0,1.0,18.0,0,0,1,0,4.0,5.0,0,0.03,0,0,Margareten,5.506849315068493,3.0465753424657533,3.0465753424657533,1,3.0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,5,157,0
0,2.0,1,private_room,1,1.0,1.0,29.0,0,0,18,0,4.78,4.56,1,0.49,1,1,Margareten,4.761643835616439,3.164383561643836,1.6575342465753424,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,6,46,0
0,18.0,1,entire_place,5,1.0,3.0,181.0,28,361,2,0,5.0,4.5,1,0.32,1,1,Other,3.893150684931507,0.6602739726027397,3.306849315068493,0,1.0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,6,147,0
0,1.0,1,entire_place,2,1.0,2.0,39.0,0,27,167,0,4.72,4.76,0,3.85,0,1,Leopoldstadt,5.950684931506849,3.706849315068493,1.5041095890410958,0,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,7,86,0
0,1.0,1,entire_place,4,2.0,2.0,90.0,30,365,5,0,4.8,4.4,0,0.11,0,0,Leopoldstadt,8.682191780821919,3.7424657534246575,1.663013698630137,0,1.5,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,8,152,1
1,1.0,0,entire_place,3,1.0,1.0,61.0,0,0,11,0,4.82,4.82,1,0.42,1,1,Landstra§e,3.967123287671233,2.32054794520548,3.723287671232877,0,1.0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,6,62,1
0,12.0,1,entire_place,4,2.0,4.0,34.0,0,249,26,0,4.5,4.72,0,0.61,0,0,Other,6.46027397260274,3.66027397260274,3.5315068493150683,0,1.0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,6,159,1
0,12.0,1,entire_place,3,1.0,3.0,31.0,0,249,24,0,4.78,4.61,0,0.55,0,0,Other,6.46027397260274,3.706849315068493,1.0794520547945206,0,1.0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,6,159,1
1,7.0,1,entire_place,5,1.0,3.0,130.0,0,66,38,0,4.97,4.84,1,0.95,0,0,Leopoldstadt,7.4301369863013695,3.4136986301369863,1.917808219178082,0,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,163,1
1,2.0,1,entire_place,6,1.0,3.0,60.0,0,95,39,0,4.82,4.72,0,0.89,1,1,Favoriten,3.786301369863014,3.7424657534246575,1.6712328767123288,0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,132,0
1,2.0,1,private_room,1,1.0,1.0,30.0,0,0,96,0,4.88,4.91,0,2.28,0,0,Leopoldstadt,8.26849315068493,3.608219178082192,2.052054794520548,1,1.5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,11,167,1
0,1.0,1,entire_place,5,1.0,2.0,50.0,4,170,72,0,4.57,4.68,1,1.64,0,0,Alsergrund,7.090410958904109,3.747945205479452,1.7452054794520548,0,1.0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,7,158,1
0,1.0,0,entire_place,3,2.0,2.0,39.0,0,264,2,0,5.0,5.0,0,0.07,0,0,Leopoldstadt,6.597260273972603,2.646575342465753,3.421917808219178,0,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,171,0
1,1.0,1,private_room,2,1.0,1.0,27.0,0,0,265,0,4.89,4.84,0,6.05,0,0,Alsergrund,8.556164383561644,3.7424657534246575,1.7534246575342465,0,1.0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,5,117,0
1,4.0,1,entire_place,2,1.0,1.0,33.0,17,167,167,0,4.89,4.74,0,3.98,1,1,Margareten,4.958904109589041,3.589041095890411,1.6849315068493151,0,1.0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,8,136,0
1,10.0,1,private_room,1,1.0,1.0,16.0,20,52,13,0,4.77,4.92,0,0.48,0,1,Other,8.830136986301369,2.3534246575342466,0.4054794520547945,1,2.5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,7,153,1
1,11.0,1,entire_place,6,2.0,2.0,75.0,29,176,84,0,4.96,4.74,1,2.04,1,0,Leopoldstadt,6.449315068493151,3.526027397260274,1.663013698630137,0,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,8,155,0
1,3.0,1,entire_place,2,1.0,0.0,42.0,5,295,152,1,4.78,4.76,1,3.5,1,0,Other,3.783561643835617,3.712328767123288,0.9232876712328768,0,1.0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,7,118,0
1,1.0,1,entire_place,4,1.0,1.0,103.0,9,215,164,1,4.98,4.91,0,3.89,0,0,Leopoldstadt,3.945205479452055,3.608219178082192,0.1945205479452054,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,150,0
