host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_count,amenity_kitchen,amenity_hot_water,amenity_cooking_basics,amenity_long_term_stays_allowed,amenity_iron,amenity_workspace,amenity_bed_linens,amenity_hangers,amenity_refrigerator,amenity_air_conditioning,amenity_dishes_and_silverware,amenity_shampoo,amenity_tv,amenity_coffee_maker,amenity_washer,amenity_stove,name_cleaned_length,description_cleaned_length,name_touristy
within_hour,1.0,0.99,1,1,entire_place,4,1.0,1.0,97.0,3,277,157,5,0,4.82,4.78,4.65,1,0,0,Centro Storico,10.213698630136989,5.956164383561644,0.6,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,156,0
within_hour,1.0,1.0,1,1,entire_place,6,2.0,4.0,125.0,0,193,36,0,0,4.78,4.72,4.61,0,0,0,Centro Storico,8.652054794520549,5.832876712328767,3.115068493150685,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,167,0
within_hour,0.86,0.89,0,1,entire_place,4,1.0,1.0,110.0,30,364,54,0,0,4.87,4.98,4.75,1,0,0,Centro Storico,9.032876712328768,5.041095890410959,1.7561643835616438,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,155,0
within_hour,1.0,0.98,0,1,entire_place,4,1.0,2.0,65.0,14,349,256,0,0,4.44,4.85,4.6,1,0,0,Centro Storico,6.082191780821918,6.054794520547945,1.8136986301369864,1.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,41,0
missing,,,0,0,private_room,3,1.0,2.0,45.0,28,363,2,0,0,3.0,3.0,3.5,0,0,0,Rifredi,6.079452054794521,6.063013698630137,6.057534246575343,1.0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,7,117,1
within_hour,0.98,1.0,1,1,entire_place,2,1.0,1.0,43.0,2,302,345,11,3,4.89,4.95,4.72,0,0,1,Centro Storico,8.345205479452055,6.068493150684931,1.0383561643835617,1.0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,5,141,1
missing,,,0,0,entire_place,3,1.0,2.0,60.0,30,365,75,0,0,4.97,4.72,4.79,1,0,0,Centro Storico,6.076712328767123,5.934246575342466,3.873972602739726,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,7,130,1
within_hour,1.0,1.0,0,1,entire_place,4,2.0,3.0,100.0,30,355,201,1,1,4.78,4.95,4.74,1,0,0,Centro Storico,6.073972602739726,5.838356164383562,0.1424657534246575,2.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,6,162,0
missing,,,1,1,private_room,2,1.0,2.0,23.0,30,365,2,0,0,5.0,5.0,5.0,0,0,1,Isolotto Legnaia,7.912328767123288,5.808219178082192,5.145205479452055,2.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,4,94,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,3.0,115.0,14,334,139,5,2,4.93,4.91,4.86,1,0,0,Centro Storico,7.8493150684931505,5.978082191780822,1.8438356164383565,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,6,177,1
few_days,0.0,,0,0,private_room,2,1.0,2.0,224.0,29,364,4,0,0,4.67,5.0,4.0,0,0,0,Gavinana Galluzzo,6.068493150684931,5.041095890410959,4.172602739726028,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,5,117,0
within_day,0.88,0.65,0,1,entire_place,9,5.0,7.0,168.0,6,37,31,2,0,4.52,4.67,4.63,0,0,0,Centro Storico,6.210958904109589,6.008219178082192,2.024657534246576,4.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,147,1
within_few_hours,1.0,0.6,0,1,entire_place,4,2.0,4.0,60.0,11,346,13,0,0,4.85,4.92,4.67,0,0,0,Centro Storico,6.295890410958904,5.663013698630137,2.0986301369863014,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,61,1
missing,,,1,1,entire_place,4,1.0,1.0,95.0,14,210,21,0,0,4.6,4.9,4.8,0,0,0,Centro Storico,6.065753424657534,5.564383561643836,1.964383561643836,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,2,121,0
missing,,,0,1,entire_place,2,1.0,1.0,28.0,0,0,5,0,0,4.33,3.0,4.33,0,1,0,Rifredi,6.065753424657534,6.03013698630137,6.043835616438356,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,76,0
missing,,,0,1,entire_place,4,1.0,4.0,65.0,0,0,126,0,0,4.82,4.96,4.75,1,1,1,Centro Storico,6.063013698630137,5.9150684931506845,3.857534246575343,1.0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,4,162,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,2.0,63.0,5,318,7,0,0,4.33,4.83,4.0,1,0,0,Centro Storico,10.564383561643837,5.197260273972603,2.197260273972603,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,152,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,0.0,70.0,0,213,242,0,0,4.94,5.0,4.83,0,0,1,Centro Storico,6.2465753424657535,5.852054794520548,1.641095890410959,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,5,45,1
few_days,0.25,0.0,0,1,entire_place,4,2.0,3.0,41.0,0,13,86,0,0,4.45,4.46,4.5,0,0,1,Rifredi,6.06027397260274,5.515068493150685,2.9424657534246577,1.0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,2,150,0
missing,,0.5,0,1,private_room,2,1.0,1.0,25.0,0,0,3,0,0,5.0,4.33,4.67,0,0,1,Campo di Marte,6.967123287671233,6.032876712328767,5.961643835616439,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,25,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,2.0,65.0,16,351,279,5,5,4.91,4.95,4.88,1,0,0,Centro Storico,6.057534246575343,5.791780821917809,1.747945205479452,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,4,170,0
within_hour,1.0,,1,1,entire_place,5,2.0,4.0,99.0,25,353,55,0,0,4.81,4.77,4.69,0,0,1,Centro Storico,7.810958904109589,5.375342465753425,2.1452054794520548,1.0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,3,159,0
within_hour,1.0,1.0,1,1,entire_place,8,2.0,0.0,69.0,0,281,34,0,0,4.9,4.97,4.69,0,0,0,Centro Storico,8.512328767123288,5.654794520547945,2.263013698630137,2.0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,6,43,0
within_few_hours,1.0,1.0,0,1,private_room,2,1.0,2.0,45.0,30,50,48,0,0,4.71,4.83,4.64,1,1,0,Centro Storico,6.402739726027397,5.345205479452055,3.2849315068493152,1.0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,8,151,0
few_days,0.33,1.0,0,0,entire_place,4,1.0,1.0,50.0,4,4,133,0,0,4.73,4.38,4.67,1,0,0,Campo di Marte,6.043835616438356,6.008219178082192,2.23013698630137,1.0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,4,169,0
missing,,1.0,1,1,entire_place,4,1.0,1.0,70.0,0,292,101,0,0,4.87,4.69,4.75,1,0,0,Centro Storico,6.041095890410959,5.663013698630137,2.9753424657534246,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,139,0
missing,,,0,1,private_room,1,1.0,1.0,31.0,28,88,3,0,0,4.5,5.0,4.67,0,0,1,Gavinana Galluzzo,6.997260273972603,5.887671232876713,5.353424657534247,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6,54,0
missing,,,0,1,private_room,3,1.0,2.0,65.0,0,0,2,0,0,5.0,4.5,5.0,0,1,0,Centro Storico,7.210958904109589,4.276712328767124,4.372602739726028,1.0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,8,112,0
within_hour,1.0,1.0,1,1,private_room,2,1.0,2.0,32.0,15,154,74,0,0,4.86,4.45,4.79,1,1,0,Gavinana Galluzzo,6.263013698630137,5.057534246575343,2.0,1.0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,5,97,0
within_hour,0.99,0.99,0,1,private_room,3,1.0,2.0,101.0,3,276,16,3,2,4.69,4.94,4.56,1,0,0,Centro Storico,6.032876712328767,2.4986301369863013,1.6383561643835616,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,158,0
within_few_hours,1.0,,0,1,entire_place,5,2.0,4.0,99.0,0,0,54,0,0,4.93,4.91,4.85,1,0,0,Campo di Marte,6.032876712328767,5.526027397260274,1.7287671232876711,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,152,0
within_hour,0.99,0.99,0,1,private_room,2,1.0,1.0,87.0,3,302,3,0,0,2.5,4.0,3.0,1,0,0,Centro Storico,6.032876712328767,4.186301369863013,2.356164383561644,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,158,0
within_hour,1.0,1.0,0,1,entire_place,5,2.0,4.0,103.0,23,240,14,2,1,4.79,4.83,4.77,1,0,0,Campo di Marte,8.139726027397261,1.6712328767123288,3.210958904109589,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,160,0
missing,,,0,1,entire_place,4,2.0,3.0,70.0,0,0,200,0,0,4.78,4.94,4.75,0,0,1,Centro Storico,8.142465753424657,5.063013698630137,1.6136986301369862,1.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,5,153,0
missing,,,0,1,private_room,2,1.0,1.0,60.0,0,0,12,0,0,4.83,5.0,5.0,0,1,1,Centro Storico,6.03013698630137,5.945205479452055,4.183561643835616,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,54,1
within_day,0.8,0.44,0,1,entire_place,8,3.0,7.0,69.0,0,0,14,0,0,4.79,5.0,4.92,0,1,0,Centro Storico,6.4301369863013695,5.66027397260274,1.6657534246575345,2.0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,5,150,0
within_hour,0.99,0.99,0,1,private_room,3,1.0,2.0,98.0,5,312,7,3,2,4.71,4.86,4.57,1,0,0,Centro Storico,6.032876712328767,2.115068493150685,0.1917808219178082,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,158,0
within_day,0.8,0.77,1,1,entire_place,4,1.0,1.0,50.0,0,259,154,6,1,4.92,4.88,4.86,0,0,0,Centro Storico,6.024657534246575,5.942465753424657,0.136986301369863,1.0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,2,159,0
missing,,,0,0,entire_place,3,1.0,3.0,85.0,29,364,1,0,0,5.0,5.0,5.0,0,0,0,Campo di Marte,6.024657534246575,5.923287671232877,5.923287671232877,1.0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,3,139,0
missing,,,0,1,private_room,3,1.0,0.0,25.0,14,107,185,12,0,4.38,4.61,4.69,1,0,0,Rifredi,8.36986301369863,5.838356164383562,1.9095890410958904,1.0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,6,81,0
within_hour,0.99,0.99,0,1,private_room,4,1.0,3.0,110.0,10,325,4,0,0,4.5,5.0,4.25,1,0,0,Centro Storico,6.032876712328767,2.186301369863014,2.136986301369863,1.0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,158,0
missing,,,0,0,entire_place,5,1.0,2.0,85.0,29,179,229,0,0,4.86,4.93,4.73,1,0,0,Centro Storico,6.016438356164383,5.936986301369863,1.8712328767123287,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,8,151,0
missing,,0.0,0,1,private_room,2,1.0,1.0,41.0,30,90,177,0,0,4.75,4.4,4.55,0,0,0,Centro Storico,6.542465753424658,5.956164383561644,2.26027397260274,1.0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,7,85,0
missing,,,1,1,entire_place,3,1.0,1.0,37.0,0,162,190,0,0,4.85,4.45,4.72,1,0,0,Centro Storico,6.016438356164383,5.416438356164384,1.6273972602739726,1.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,4,0,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,3.0,104.0,15,153,7,0,0,5.0,4.86,4.57,0,0,0,Rifredi,9.627397260273971,2.1534246575342464,1.893150684931507,2.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,8,164,0
within_hour,1.0,1.0,1,1,private_room,4,1.0,2.0,53.0,25,356,329,37,0,4.86,4.91,4.86,1,0,0,Centro Storico,8.53972602739726,5.756164383561644,0.958904109589041,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,144,1
within_hour,1.0,1.0,1,1,private_room,3,1.0,2.0,30.0,10,329,60,0,0,4.85,4.61,4.91,1,1,0,Gavinana Galluzzo,6.263013698630137,5.986301369863014,2.254794520547945,1.0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,4,111,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,1.0,106.0,4,311,270,32,5,4.94,4.91,4.83,1,0,0,Centro Storico,9.695890410958905,5.920547945205479,0.1589041095890411,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,10,40,1
within_hour,1.0,0.73,1,1,entire_place,3,2.0,2.0,100.0,0,325,200,3,0,4.9,4.9,4.81,1,0,0,Centro Storico,6.542465753424658,5.158904109589041,1.5890410958904109,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,139,1
within_hour,0.99,0.98,0,1,entire_place,7,3.0,4.0,112.0,9,265,88,5,1,4.87,4.94,4.79,1,0,0,Centro Storico,6.5917808219178085,5.904109589041096,1.652054794520548,3.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,8,37,0
within_day,0.88,0.65,0,1,entire_place,5,2.0,2.0,98.0,28,363,253,5,0,4.65,4.8,4.63,0,0,0,Centro Storico,6.210958904109589,5.852054794520548,1.7780821917808218,2.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,158,0
missing,,,1,0,private_room,2,1.0,1.0,130.0,30,365,1,0,0,5.0,4.0,5.0,0,1,0,Centro Storico,6.008219178082192,5.928767123287671,5.928767123287671,1.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,4,122,0
missing,,,0,1,entire_place,2,1.0,2.0,66.0,0,185,7,0,0,5.0,5.0,5.0,0,0,1,Rifredi,6.153424657534247,5.046575342465753,4.898630136986301,1.0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,6,72,0
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,96.0,0,112,142,0,0,4.96,4.96,4.89,1,0,0,Centro Storico,6.605479452054794,5.413698630136986,1.641095890410959,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,167,0
within_hour,0.86,0.89,0,1,entire_place,6,3.0,3.0,311.0,0,161,72,0,0,4.61,4.99,4.41,1,0,0,Centro Storico,9.032876712328768,5.654794520547945,1.6383561643835616,2.0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,2,158,0
within_few_hours,1.0,1.0,0,1,entire_place,2,1.0,2.0,90.0,29,357,1,0,0,4.0,5.0,4.0,0,0,0,Centro Storico,6.002739726027397,1.8273972602739723,1.8273972602739723,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,157,1
within_hour,1.0,0.95,0,1,entire_place,4,1.0,3.0,153.0,5,145,44,0,0,4.71,5.0,4.76,0,0,0,Centro Storico,7.271232876712329,3.649315068493151,1.8794520547945208,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,3,137,1
within_hour,1.0,1.0,1,1,private_room,4,1.0,2.0,59.0,18,350,406,78,14,4.86,4.94,4.86,1,0,0,Centro Storico,8.53972602739726,5.736986301369863,0.1616438356164383,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,145,1
missing,,,0,1,entire_place,4,2.0,2.0,75.0,0,162,4,0,0,5.0,4.75,4.75,0,1,0,Campo di Marte,6.0,5.66027397260274,5.854794520547945,1.0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3,108,0
missing,,,0,1,private_room,2,1.0,1.0,80.0,0,303,11,0,0,4.82,4.36,4.55,0,0,0,Gavinana Galluzzo,8.397260273972602,4.279452054794521,2.9068493150684933,1.0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,7,107,0
within_few_hours,1.0,1.0,1,1,entire_place,6,2.0,2.0,195.0,29,174,103,0,0,4.98,4.97,4.87,1,0,0,Centro Storico,6.895890410958904,4.673972602739726,1.7534246575342465,2.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,6,151,0
within_few_hours,1.0,1.0,1,1,entire_place,4,1.0,4.0,60.0,0,2,106,0,0,4.8,4.44,4.67,1,1,0,Rifredi,8.465753424657533,5.879452054794521,1.917808219178082,1.0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,6,182,0
missing,,1.0,0,1,entire_place,4,2.0,3.0,70.0,0,125,188,2,0,4.76,4.95,4.82,0,0,0,Centro Storico,6.712328767123288,5.542465753424658,1.6602739726027398,1.0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,6,101,0
missing,,,0,1,entire_place,4,2.0,2.0,129.0,29,179,188,0,0,4.69,4.82,4.63,0,0,0,Centro Storico,7.263013698630137,5.945205479452055,2.654794520547945,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,134,0
within_hour,1.0,1.0,1,1,entire_place,6,2.0,3.0,50.0,1,318,217,3,3,4.95,4.83,4.87,0,0,0,Centro Storico,6.104109589041096,5.945205479452055,1.5178082191780822,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,166,0
within_hour,1.0,1.0,0,1,entire_place,5,1.0,3.0,50.0,0,103,38,0,0,4.89,4.44,4.61,1,0,0,Campo di Marte,5.994520547945205,4.0,2.156164383561644,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2,70,0
within_hour,0.86,0.89,0,1,entire_place,8,3.0,5.0,300.0,0,12,133,0,0,4.71,4.95,4.72,1,0,0,Centro Storico,9.032876712328768,5.887671232876713,1.4794520547945205,2.5,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,4,156,1
missing,,,0,0,private_room,2,1.0,1.0,54.0,0,0,1,0,0,5.0,5.0,5.0,0,1,1,Centro Storico,5.994520547945205,5.654794520547945,5.654794520547945,1.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,2,79,0
within_hour,1.0,1.0,1,1,entire_place,8,2.0,4.0,200.0,16,347,63,0,0,4.98,4.98,4.95,0,0,0,Centro Storico,8.53972602739726,5.736986301369863,2.0904109589041098,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,122,1
within_day,1.0,0.0,1,1,entire_place,3,2.0,2.0,86.0,29,290,84,0,0,4.99,4.95,4.9,0,0,0,Centro Storico,7.18082191780822,5.323287671232877,1.6547945205479453,1.0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,6,154,1
within_day,0.83,1.0,1,1,entire_place,4,1.0,1.0,143.0,2,310,84,7,1,4.73,4.9,4.89,0,0,0,Gavinana Galluzzo,7.898630136986301,5.282191780821917,1.9753424657534249,2.5,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,2,160,0
within_hour,0.9,1.0,1,1,entire_place,2,1.0,1.0,55.0,4,262,60,13,1,4.57,4.95,4.75,1,0,0,Centro Storico,5.983561643835617,5.849315068493151,1.868493150684932,1.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,4,179,0
missing,,,1,1,entire_place,4,2.0,2.0,85.0,0,0,43,0,0,4.95,4.88,4.9,0,0,0,Centro Storico,5.978082191780822,5.663013698630137,1.421917808219178,1.5,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,6,157,0
few_days,0.33,1.0,0,1,entire_place,4,2.0,2.0,50.0,0,0,45,0,0,4.36,4.46,4.37,1,0,0,Rifredi,6.287671232876712,5.471232876712329,2.956164383561644,1.0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,8,171,0
missing,,,0,1,private_room,1,1.0,1.0,21.0,0,0,2,0,0,5.0,4.0,4.0,0,0,1,Gavinana Galluzzo,9.131506849315068,5.964383561643835,5.928767123287671,1.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,46,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,4.0,240.0,0,11,5,0,0,4.6,4.6,4.6,1,0,0,Centro Storico,8.794520547945206,5.315068493150685,3.9315068493150687,1.0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,4,152,0
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,40.0,0,212,140,2,0,4.86,4.8,4.64,0,0,0,Centro Storico,9.783561643835617,5.564383561643836,2.175342465753425,1.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,6,91,1
missing,,,0,1,private_room,2,1.0,1.0,60.0,29,364,1,0,0,4.0,3.0,3.0,0,0,1,Rifredi,8.41095890410959,4.208219178082191,4.208219178082191,1.0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,4,143,0
missing,,,0,1,private_room,2,1.0,1.0,44.0,30,180,164,0,0,4.35,4.7,4.54,0,0,0,Centro Storico,7.704109589041096,5.517808219178082,2.26027397260274,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,126,0
missing,,,0,1,entire_place,6,2.0,3.0,65.0,30,180,13,0,0,3.67,4.42,4.17,0,0,0,Centro Storico,7.704109589041096,5.49041095890411,2.3972602739726026,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,114,0
within_few_hours,1.0,,0,1,entire_place,6,2.0,3.0,125.0,29,333,11,0,0,5.0,5.0,4.82,0,0,1,Centro Storico,6.890410958904109,5.920547945205479,1.9315068493150684,1.5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,5,139,0
within_hour,1.0,0.95,0,1,private_room,2,1.0,1.0,70.0,0,0,20,0,0,4.68,4.67,4.5,1,0,0,Gavinana Galluzzo,7.271232876712329,5.665753424657535,5.419178082191781,1.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,80,0
within_hour,0.92,0.98,0,1,entire_place,4,1.0,4.0,31.0,5,273,203,20,2,4.71,4.91,4.71,0,0,0,Centro Storico,5.967123287671233,5.868493150684931,0.1945205479452054,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,123,0
missing,,,0,1,private_room,2,1.0,1.0,65.0,30,365,17,0,0,4.88,4.94,4.94,0,0,1,Centro Storico,5.967123287671233,4.216438356164384,2.372602739726027,1.5,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,5,27,0
missing,,,0,0,private_room,2,1.0,1.0,50.0,30,365,3,0,0,5.0,4.67,4.33,1,1,0,Campo di Marte,6.095890410958904,3.3095890410958906,5.904109589041096,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,125,0
within_hour,0.86,0.89,0,1,entire_place,3,1.0,1.0,115.0,0,134,64,0,0,4.53,4.87,4.35,1,0,0,Centro Storico,9.032876712328768,5.665753424657535,1.915068493150685,1.0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,167,0
missing,,,1,1,entire_place,2,1.0,1.0,45.0,0,193,160,0,0,4.83,4.73,4.78,1,0,0,Campo di Marte,6.443835616438356,5.876712328767123,1.8986301369863012,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,3,154,1
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,84.0,26,263,6,0,0,4.83,5.0,4.67,1,0,0,Centro Storico,8.139726027397261,4.83013698630137,1.9863013698630136,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,156,0
missing,,,0,1,entire_place,5,1.0,3.0,80.0,0,285,78,0,0,4.97,4.66,4.79,1,0,0,Isolotto Legnaia,6.323287671232877,5.432876712328767,3.1452054794520548,1.0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,4,126,0
within_hour,1.0,1.0,1,1,entire_place,6,2.0,2.0,150.0,19,340,28,0,0,4.82,4.93,4.86,1,0,0,Centro Storico,8.454794520547946,5.671232876712328,3.863013698630137,1.0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,6,161,1
missing,,,0,1,entire_place,4,1.0,2.0,70.0,0,285,133,0,0,4.99,4.75,4.89,0,0,0,Campo di Marte,5.956164383561644,5.890410958904109,1.893150684931507,1.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,5,77,0
within_hour,1.0,1.0,0,1,entire_place,4,1.0,1.0,92.0,8,116,7,1,0,4.71,4.43,4.71,1,0,0,Campo di Marte,7.805479452054794,5.654794520547945,0.8,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,111,0
within_few_hours,1.0,0.0,1,1,entire_place,5,1.0,3.0,46.0,29,364,45,0,0,4.81,4.55,4.74,1,1,0,Rifredi,5.953424657534247,5.441095890410959,3.3945205479452056,1.0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,3,126,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,53.0,0,310,246,1,0,4.7,4.63,4.75,1,0,0,Centro Storico,5.953424657534247,5.852054794520548,1.8246575342465756,1.0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,3,171,0
within_hour,1.0,1.0,1,1,entire_place,3,1.0,1.0,66.0,4,121,216,7,1,4.72,4.94,4.75,1,1,0,Centro Storico,8.29041095890411,5.868493150684931,1.501369863013699,1.0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,8,50,0
missing,,,0,1,private_room,2,1.0,1.0,35.0,0,12,212,0,0,4.84,4.38,4.56,1,0,0,Campo di Marte,5.947945205479452,5.9150684931506845,2.0821917808219177,1.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,4,163,0
missing,,,1,1,entire_place,7,3.0,3.0,99.0,21,62,48,0,0,5.0,4.9,4.88,0,0,0,Centro Storico,6.336986301369863,5.569863013698631,1.9232876712328768,2.0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,5,174,0
within_day,1.0,,0,0,entire_place,6,2.0,4.0,75.0,30,365,14,0,0,4.64,4.64,4.57,1,1,0,Rifredi,5.942465753424657,5.6219178082191785,2.356164383561644,2.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,5,164,0
within_hour,0.92,0.98,0,1,entire_place,3,1.0,3.0,33.0,0,0,205,17,2,4.53,4.8,4.75,0,0,0,Centro Storico,5.967123287671233,5.909589041095891,0.3205479452054794,1.0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,3,107,0
within_day,1.0,,0,0,private_room,2,1.0,1.0,45.0,30,365,2,0,0,5.0,5.0,4.5,0,1,0,Isolotto Legnaia,6.9150684931506845,5.906849315068493,5.654794520547945,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,89,0
within_hour,1.0,,0,1,private_room,2,1.0,1.0,56.0,0,285,21,0,0,4.69,4.94,4.88,1,0,0,Centro Storico,8.084931506849315,4.978082191780822,3.3698630136986303,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,103,0
