host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,room_type,accommodates,bedrooms,beds,price,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_cleanliness,review_scores_location,review_scores_value,instant_bookable,description_host,description_neighbourhood,neighbourhood_cleansed_grouped,host_since_years,first_review_years,last_review_years,bathrooms_count,amenity_kitchen,amenity_hot_water,amenity_cooking_basics,amenity_long_term_stays_allowed,amenity_iron,amenity_workspace,amenity_bed_linens,amenity_hangers,amenity_refrigerator,amenity_air_conditioning,amenity_dishes_and_silverware,amenity_shampoo,amenity_tv,amenity_coffee_maker,amenity_washer,amenity_stove,name_cleaned_length,description_cleaned_length,name_touristy
within_day,1.0,1.0,0,0,entire_place,2,1.0,1.0,29.0,0,0,4,3,0,4.75,5.0,4.5,0,1,1,Centro Storico,7.323287671232877,1.1945205479452057,0.8301369863013699,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,2,57,1
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,105.0,30,365,1,1,1,5.0,5.0,5.0,1,0,0,Isolotto Legnaia,7.473972602739726,0.1424657534246575,0.1424657534246575,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,162,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,63.0,8,323,70,63,5,4.91,4.86,4.79,1,0,0,Centro Storico,9.43013698630137,1.178082191780822,0.1561643835616438,1.5,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,7,151,1
within_hour,0.97,1.0,0,1,entire_place,4,1.0,2.0,89.0,30,33,1,1,0,5.0,5.0,5.0,1,0,0,Gavinana Galluzzo,4.942465753424657,0.336986301369863,0.336986301369863,1.0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,5,148,0
missing,,1.0,0,1,entire_place,4,1.0,2.0,83.0,22,165,1,1,0,4.0,5.0,5.0,0,1,0,Gavinana Galluzzo,5.904109589041096,1.0383561643835617,1.0383561643835617,1.0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,8,155,0
missing,,,0,1,entire_place,6,2.0,3.0,80.0,29,364,2,1,0,5.0,5.0,5.0,1,0,0,Campo di Marte,5.432876712328767,1.3972602739726028,0.9232876712328768,1.5,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,2,143,0
within_hour,1.0,1.0,1,1,shared_room,2,1.0,2.0,39.0,10,19,1,1,1,4.0,5.0,5.0,1,0,0,Centro Storico,6.161643835616438,0.1397260273972602,0.1397260273972602,1.0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,9,131,1
within_hour,1.0,0.99,0,1,entire_place,7,4.0,5.0,194.0,0,0,9,8,0,4.78,5.0,4.89,1,0,1,Centro Storico,8.515068493150684,1.1287671232876713,0.989041095890411,3.0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,4,102,0
within_hour,1.0,1.0,1,1,entire_place,3,1.0,2.0,70.0,4,322,4,3,3,5.0,4.75,5.0,1,1,1,Centro Storico,2.0191780821917806,1.2301369863013698,0.1506849315068493,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,5,126,0
within_hour,1.0,1.0,0,0,entire_place,2,1.0,1.0,50.0,2,138,3,2,1,5.0,5.0,4.67,1,0,0,Centro Storico,1.473972602739726,1.2465753424657535,0.863013698630137,1.0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,9,81,0
within_few_hours,1.0,0.88,0,1,entire_place,2,1.0,1.0,75.0,0,192,1,1,0,5.0,5.0,5.0,0,1,0,Centro Storico,2.9726027397260277,0.7315068493150685,0.7315068493150685,1.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,7,168,0
within_hour,0.97,1.0,0,1,entire_place,4,1.0,2.0,45.0,16,213,3,3,1,3.67,3.67,3.67,1,0,0,Centro Storico,4.942465753424657,1.0520547945205478,0.1726027397260274,1.0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,4,146,0
missing,,1.0,0,1,entire_place,4,1.0,2.0,56.0,0,2,2,2,0,4.0,5.0,4.0,1,1,0,Centro Storico,4.936986301369863,1.0328767123287672,1.0794520547945206,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,160,0
missing,,1.0,0,0,entire_place,3,1.0,1.0,80.0,0,284,2,1,0,4.5,4.5,4.5,0,1,0,Centro Storico,5.482191780821918,1.167123287671233,1.082191780821918,1.0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,9,46,1
within_hour,0.97,0.98,1,1,entire_place,4,2.0,2.0,153.0,0,249,2,2,0,5.0,5.0,5.0,1,1,1,Centro Storico,9.326027397260274,1.0657534246575342,1.115068493150685,2.5,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,8,132,0
within_few_hours,1.0,1.0,0,0,entire_place,4,1.0,1.0,56.0,4,323,4,4,1,3.25,2.75,3.25,1,1,0,Centro Storico,1.4082191780821918,0.4958904109589041,0.1972602739726027,1.0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,3,69,0
within_hour,1.0,0.96,0,1,private_room,2,1.0,1.0,20.0,7,7,1,1,0,3.0,5.0,5.0,1,0,0,Campo di Marte,7.249315068493151,0.684931506849315,0.684931506849315,1.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,7,155,0
within_hour,1.0,0.96,0,1,private_room,2,1.0,1.0,20.0,5,5,1,1,0,5.0,5.0,5.0,1,0,0,Campo di Marte,7.249315068493151,0.684931506849315,0.684931506849315,1.0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,7,168,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,79.0,16,125,1,1,1,5.0,5.0,5.0,1,0,0,Centro Storico,5.328767123287672,0.1342465753424657,0.1342465753424657,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,147,0
within_hour,1.0,0.99,0,0,private_room,2,1.0,1.0,27.0,3,240,10,10,7,4.5,4.7,4.7,1,1,1,Centro Storico,1.358904109589041,0.2356164383561644,0.1561643835616438,1.0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,10,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,73.0,8,77,5,5,3,5.0,5.0,5.0,1,0,0,Centro Storico,5.328767123287672,1.021917808219178,0.1780821917808219,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,8,144,0
within_hour,1.0,1.0,0,1,entire_place,8,4.0,5.0,155.0,18,95,14,13,0,4.57,5.0,4.71,1,0,0,Centro Storico,1.3150684931506849,1.115068493150685,1.1506849315068493,2.5,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,143,0
within_hour,1.0,1.0,0,1,entire_place,9,4.0,4.0,155.0,25,103,5,5,0,4.4,5.0,4.8,1,0,0,Centro Storico,1.3150684931506849,1.0575342465753426,0.8821917808219178,3.0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,3,140,0
within_hour,1.0,0.99,0,0,private_room,2,1.0,0.0,27.0,5,315,12,12,1,4.58,4.75,4.42,1,1,1,Centro Storico,1.358904109589041,1.073972602739726,0.147945205479452,1.0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,7,0,0
within_hour,1.0,1.0,0,1,private_room,1,1.0,1.0,36.0,10,288,2,2,0,4.0,5.0,4.0,1,0,0,Centro Storico,8.186301369863013,0.7150684931506849,0.915068493150685,1.0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,5,104,1
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,200.0,15,316,4,4,0,5.0,5.0,5.0,1,1,0,Centro Storico,5.906849315068493,0.9561643835616438,0.284931506849315,2.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,6,145,0
missing,,,0,0,entire_place,2,1.0,1.0,70.0,0,0,7,0,0,4.86,4.86,4.57,0,1,1,Isolotto Legnaia,1.5808219178082192,1.2767123287671234,1.1753424657534246,1.0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,4,47,1
missing,,,1,1,entire_place,4,1.0,1.0,40.0,0,275,1,0,0,5.0,5.0,5.0,0,0,0,Rifredi,4.808219178082192,1.2356164383561643,1.2356164383561643,1.0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,5,110,0
within_hour,0.8,1.0,0,0,entire_place,3,1.0,1.0,41.0,20,355,8,8,1,4.63,4.5,4.63,0,1,0,Rifredi,1.6054794520547946,1.106849315068493,0.1506849315068493,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,6,62,0
within_hour,1.0,1.0,0,0,entire_place,2,1.0,1.0,40.0,25,355,1,1,0,5.0,5.0,5.0,1,1,0,Centro Storico,1.2876712328767124,1.008219178082192,1.008219178082192,1.0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,9,62,1
within_hour,1.0,1.0,0,1,entire_place,4,1.0,3.0,60.0,29,74,1,1,0,5.0,5.0,3.0,0,1,1,Centro Storico,2.378082191780822,0.5643835616438356,0.5643835616438356,1.0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,152,0
within_day,0.88,0.82,0,1,private_room,2,1.0,1.0,19.0,4,51,3,2,0,5.0,5.0,5.0,0,0,1,Campo di Marte,5.879452054794521,1.1397260273972605,0.9068493150684932,1.5,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,6,0,0
within_hour,1.0,1.0,1,1,entire_place,2,1.0,1.0,36.0,3,177,8,8,2,4.75,5.0,4.63,1,0,1,Rifredi,6.476712328767123,1.1232876712328768,0.2328767123287671,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,115,0
within_hour,1.0,0.99,1,0,entire_place,4,2.0,3.0,104.0,8,262,32,32,8,4.94,5.0,4.91,1,0,0,Centro Storico,1.2684931506849315,0.9287671232876712,0.147945205479452,1.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,138,1
within_hour,1.0,0.76,0,1,private_room,3,1.0,2.0,30.0,0,0,2,1,0,4.5,5.0,5.0,0,1,0,Rifredi,1.7534246575342465,1.2054794520547945,1.1315068493150684,1.0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,5,42,0
within_few_hours,1.0,1.0,0,1,private_room,1,1.0,1.0,25.0,30,365,1,0,0,5.0,5.0,5.0,0,1,0,Campo di Marte,8.016438356164384,1.2,1.2,1.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,8,82,0
missing,,1.0,0,0,entire_place,5,2.0,0.0,399.0,0,167,4,4,0,4.75,4.75,4.75,1,1,0,Centro Storico,1.4958904109589042,0.8821917808219178,0.8356164383561644,2.0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,5,47,0
within_hour,1.0,0.79,1,1,entire_place,2,1.0,1.0,78.0,7,112,13,13,5,4.92,5.0,4.92,0,0,1,Centro Storico,1.610958904109589,0.9643835616438357,0.1698630136986301,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,155,0
within_hour,1.0,0.5,0,0,entire_place,5,1.0,1.0,62.0,0,130,1,1,0,5.0,5.0,5.0,0,0,1,Rifredi,2.589041095890411,1.0493150684931507,1.0493150684931507,1.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,5,43,0
within_hour,1.0,0.81,1,1,entire_place,4,1.0,2.0,60.0,0,16,10,10,3,4.7,5.0,5.0,0,1,1,Centro Storico,7.131506849315069,0.3041095890410959,0.1698630136986301,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,5,64,1
within_hour,0.8,1.0,0,1,private_room,2,1.0,1.0,50.0,29,363,8,5,0,4.38,5.0,4.25,1,1,1,Centro Storico,1.2465753424657535,1.2301369863013698,1.0986301369863014,1.0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,4,28,1
within_hour,0.96,1.0,0,1,entire_place,6,2.0,4.0,74.0,0,64,3,3,0,4.0,5.0,4.33,1,0,1,Centro Storico,6.786301369863014,1.1013698630136983,0.9232876712328768,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,147,0
within_hour,1.0,1.0,0,0,entire_place,4,1.0,2.0,86.0,4,290,6,5,0,4.17,5.0,4.17,1,1,1,Centro Storico,1.2465753424657535,1.2136986301369863,0.4301369863013699,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,4,70,0
within_hour,1.0,1.0,1,1,entire_place,4,2.0,2.0,171.0,0,0,35,35,5,5.0,5.0,4.85,1,0,0,Centro Storico,5.761643835616439,1.0986301369863014,0.1452054794520547,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,151,0
within_hour,1.0,1.0,1,1,private_room,2,1.0,0.0,30.0,1,322,4,4,3,5.0,4.75,5.0,1,1,1,Centro Storico,7.010958904109589,0.3534246575342465,0.1534246575342465,1.0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,2,0,0
within_hour,1.0,1.0,1,1,entire_place,6,3.0,3.0,132.0,10,202,52,43,2,4.94,5.0,4.94,1,1,0,Centro Storico,1.2438356164383562,1.2301369863013698,0.1561643835616438,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,164,1
within_hour,1.0,1.0,0,0,entire_place,3,1.0,2.0,50.0,0,187,1,0,0,5.0,5.0,5.0,1,1,1,Centro Storico,2.419178082191781,1.1452054794520548,1.1452054794520548,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,4,39,0
within_hour,1.0,0.88,1,1,private_room,1,1.0,1.0,35.0,2,58,5,5,1,5.0,5.0,5.0,0,0,0,Centro Storico,9.512328767123288,0.8904109589041096,0.1506849315068493,1.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,6,146,0
within_hour,1.0,1.0,0,0,entire_place,5,3.0,3.0,40.0,0,251,2,2,0,4.0,5.0,4.5,1,0,0,Centro Storico,5.284931506849315,1.0164383561643835,0.8904109589041096,1.0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,5,122,1
within_hour,1.0,1.0,0,1,entire_place,2,1.0,2.0,120.0,4,336,1,1,0,5.0,5.0,5.0,1,0,1,Centro Storico,1.2465753424657535,0.8849315068493151,0.8849315068493151,1.0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,10,0,1
within_hour,1.0,1.0,0,1,entire_place,11,5.0,6.0,278.0,10,71,19,17,0,4.74,4.95,4.74,1,0,0,Centro Storico,1.3150684931506849,1.082191780821918,0.2712328767123287,3.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,4,156,0
within_hour,0.96,1.0,0,1,entire_place,8,3.0,6.0,140.0,0,295,5,5,0,4.8,5.0,4.6,1,0,1,Centro Storico,6.786301369863014,0.9506849315068492,1.0547945205479452,2.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,125,0
within_hour,1.0,0.99,1,1,entire_place,6,2.0,3.0,175.0,5,240,9,9,0,4.56,5.0,4.67,1,1,1,Centro Storico,1.2356164383561643,1.0410958904109588,0.2931506849315068,2.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,4,71,0
within_hour,0.93,1.0,0,1,entire_place,2,1.0,1.0,45.0,0,220,3,2,0,5.0,4.67,5.0,1,0,1,Centro Storico,5.232876712328767,1.0054794520547945,1.0383561643835617,1.0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,140,0
within_hour,1.0,0.99,1,1,entire_place,2,1.0,1.0,189.0,12,139,94,94,7,4.82,4.87,4.88,1,1,0,Centro Storico,4.8191780821917805,1.1013698630136983,0.1506849315068493,1.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,8,162,0
within_hour,1.0,1.0,0,1,private_room,4,2.0,2.0,20.0,17,326,47,45,4,4.7,4.51,4.64,0,0,0,Rifredi,1.2301369863013698,1.1342465753424658,0.926027397260274,1.0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,2,95,0
missing,,1.0,0,1,entire_place,4,1.0,1.0,40.0,0,193,7,7,0,4.57,5.0,4.86,1,1,0,Centro Storico,5.6,1.1123287671232878,1.0383561643835617,1.0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,8,49,0
within_hour,1.0,0.0,0,1,entire_place,3,1.0,1.0,50.0,30,365,2,1,0,4.5,5.0,4.5,0,0,1,Centro Storico,7.213698630136986,1.1726027397260277,1.0246575342465754,1.0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,81,0
within_hour,1.0,1.0,0,1,private_room,2,1.0,0.0,40.0,4,180,19,14,1,4.84,4.84,4.79,1,0,0,Centro Storico,7.764383561643836,1.1315068493150684,1.1506849315068493,1.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,7,26,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,3.0,90.0,12,319,9,9,3,4.44,5.0,4.89,1,0,1,Centro Storico,6.076712328767123,0.9013698630136986,0.1671232876712328,2.0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,6,146,0
within_hour,1.0,0.97,1,0,entire_place,8,4.0,4.0,165.0,18,96,11,11,0,4.82,5.0,5.0,1,1,0,Centro Storico,1.227397260273973,1.0383561643835617,0.978082191780822,2.0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,3,142,0
within_hour,1.0,1.0,0,1,entire_place,6,2.0,3.0,105.0,12,340,9,9,2,5.0,4.67,4.11,1,0,1,Centro Storico,6.076712328767123,0.9041095890410958,0.1561643835616438,2.0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,6,70,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,2.0,114.0,24,308,4,4,1,5.0,5.0,5.0,1,0,1,Centro Storico,8.134246575342466,1.0164383561643835,0.1917808219178082,2.0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,6,65,0
within_hour,1.0,1.0,1,0,entire_place,4,1.0,2.0,133.0,9,207,22,22,1,4.95,4.95,4.82,1,0,0,Centro Storico,1.832876712328767,1.0876712328767124,0.1534246575342465,1.0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,8,148,0
missing,,1.0,0,0,private_room,2,1.0,1.0,19.0,0,0,16,13,0,4.81,5.0,4.63,1,0,0,Centro Storico,9.356164383561644,1.1534246575342466,0.9506849315068492,1.0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,5,72,0
within_hour,1.0,0.99,0,1,entire_place,6,2.0,2.0,208.0,6,292,10,10,0,4.4,4.9,4.9,1,0,0,Centro Storico,8.421917808219177,1.115068493150685,0.7835616438356164,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,149,0
within_hour,0.92,0.98,0,1,entire_place,4,1.0,1.0,32.0,9,330,2,2,0,5.0,4.5,5.0,1,1,1,Centro Storico,2.789041095890411,1.03013698630137,0.4465753424657534,1.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,8,51,0
missing,,1.0,1,1,private_room,2,1.0,1.0,25.0,3,153,12,10,0,5.0,4.83,4.92,0,0,0,Rifredi,1.210958904109589,1.1863013698630136,1.1753424657534246,1.0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,5,98,0
within_hour,0.97,1.0,0,1,entire_place,4,1.0,2.0,49.0,0,292,11,10,0,4.82,4.91,4.82,1,0,0,Centro Storico,4.942465753424657,1.0438356164383562,0.3835616438356164,1.0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,5,145,0
within_hour,1.0,1.0,0,1,entire_place,3,1.0,2.0,50.0,1,321,58,49,0,4.43,4.95,4.43,1,1,1,Centro Storico,6.4,1.178082191780822,0.8493150684931506,1.0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,4,29,0
missing,,1.0,0,0,private_room,2,1.0,1.0,45.0,0,193,17,15,0,4.94,4.71,4.71,1,0,0,Centro Storico,9.356164383561644,1.1342465753424658,0.9041095890410958,1.0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,7,32,1
within_hour,0.96,1.0,0,1,entire_place,4,1.0,2.0,69.0,2,300,1,1,0,5.0,5.0,4.0,1,0,1,Centro Storico,6.786301369863014,1.021917808219178,1.021917808219178,1.0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,129,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,53.0,12,15,7,7,1,4.43,4.71,4.0,1,1,1,Centro Storico,5.008219178082192,1.1123287671232878,1.095890410958904,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,5,55,0
within_hour,1.0,0.73,1,1,entire_place,4,1.0,1.0,63.0,10,250,2,2,0,5.0,4.5,4.5,1,0,0,Campo di Marte,6.542465753424658,1.0383561643835617,0.915068493150685,1.0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,8,151,0
missing,,1.0,0,1,private_room,2,1.0,1.0,35.0,29,179,1,0,0,5.0,4.0,5.0,0,0,0,Campo di Marte,6.868493150684931,1.1424657534246576,1.1424657534246576,1.0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,7,151,0
within_hour,1.0,0.96,1,1,entire_place,4,1.0,2.0,78.0,13,236,4,4,0,5.0,5.0,5.0,1,0,0,Centro Storico,2.884931506849315,1.0767123287671232,0.9452054794520548,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,7,169,1
within_hour,1.0,1.0,0,1,private_room,1,1.0,1.0,35.0,22,200,5,5,0,4.8,4.8,4.8,1,0,0,Centro Storico,7.764383561643836,1.0520547945205478,1.0904109589041096,1.0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,7,23,1
within_few_hours,1.0,1.0,0,1,entire_place,4,2.0,2.0,50.0,13,342,2,2,1,5.0,4.5,5.0,1,1,1,Rifredi,7.071232876712329,0.3945205479452054,0.136986301369863,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,8,0,0
missing,,1.0,0,0,entire_place,2,1.0,1.0,30.0,0,0,2,2,0,5.0,5.0,5.0,0,1,1,Isolotto Legnaia,2.0493150684931507,1.0383561643835617,0.958904109589041,1.0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,6,51,0
within_day,0.88,0.65,0,1,entire_place,10,4.0,4.0,241.0,29,364,3,3,1,4.67,5.0,5.0,0,0,0,Centro Storico,6.210958904109589,0.2328767123287671,0.2,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,157,0
within_hour,1.0,1.0,0,1,entire_place,2,1.0,1.0,70.0,11,277,2,2,0,5.0,5.0,4.5,1,0,0,Campo di Marte,1.178082191780822,0.4520547945205479,0.3123287671232876,1.0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,6,87,0
missing,,1.0,0,1,entire_place,4,2.0,2.0,70.0,0,0,1,1,0,5.0,4.0,4.0,0,1,0,Rifredi,4.087671232876712,1.0191780821917809,1.0191780821917809,1.0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,4,47,0
within_few_hours,1.0,0.88,0,0,entire_place,4,1.0,2.0,99.0,0,193,6,6,0,5.0,5.0,4.83,0,0,0,Centro Storico,7.972602739726027,0.978082191780822,0.9068493150684932,1.0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,6,150,1
within_hour,1.0,1.0,0,1,private_room,2,1.0,1.0,65.0,3,138,1,1,0,5.0,5.0,5.0,1,1,1,Centro Storico,7.136986301369863,1.095890410958904,1.095890410958904,1.0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,7,140,0
within_hour,1.0,0.93,1,1,entire_place,2,1.0,1.0,42.0,7,46,42,42,7,4.93,4.67,4.74,1,1,1,Centro Storico,1.63013698630137,0.873972602739726,0.1808219178082191,1.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,4,43,0
missing,,1.0,0,0,private_room,2,1.0,1.0,30.0,0,162,7,7,0,4.86,4.43,4.71,1,0,0,Centro Storico,9.356164383561644,1.095890410958904,0.926027397260274,1.0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,6,15,1
within_hour,1.0,1.0,0,0,entire_place,6,2.0,2.0,105.0,7,253,6,6,2,4.83,5.0,5.0,1,1,1,Centro Storico,1.1643835616438356,0.3013698630136986,0.1808219178082191,2.0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,4,67,0
missing,,1.0,0,1,private_room,2,1.0,1.0,25.0,0,0,1,1,0,5.0,4.0,4.0,1,1,1,Rifredi,5.03013698630137,1.0136986301369864,1.0136986301369864,1.0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,4,61,0
missing,,1.0,0,1,entire_place,6,2.0,4.0,70.0,0,0,3,3,0,3.33,5.0,4.67,0,1,1,Centro Storico,1.1616438356164382,1.0904109589041096,0.9808219178082191,1.0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,6,75,0
within_hour,0.97,1.0,0,1,entire_place,4,2.0,3.0,66.0,0,194,1,1,0,5.0,5.0,5.0,1,0,0,Centro Storico,4.942465753424657,1.0191780821917809,1.0191780821917809,1.0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,4,143,0
within_day,0.88,0.65,0,1,entire_place,4,2.0,3.0,121.0,30,185,1,0,0,5.0,5.0,4.0,0,0,1,Centro Storico,6.210958904109589,1.1369863013698631,1.1369863013698631,1.0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,3,65,0
within_hour,1.0,1.0,1,1,private_room,4,1.0,1.0,58.0,20,352,27,27,2,4.89,4.93,4.81,1,0,0,Centro Storico,8.53972602739726,1.104109589041096,0.3287671232876712,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,141,1
within_hour,1.0,1.0,1,1,private_room,2,1.0,1.0,62.0,28,360,28,28,1,4.71,4.89,4.54,1,0,1,Centro Storico,8.53972602739726,1.0684931506849316,0.2602739726027397,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,114,1
within_day,0.88,0.65,0,1,entire_place,8,4.0,6.0,80.0,0,95,2,2,0,5.0,5.0,5.0,0,0,1,Centro Storico,6.210958904109589,1.0547945205479452,1.0438356164383562,4.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,5,0,0
missing,,0.89,0,1,private_room,2,1.0,1.0,48.0,28,88,6,6,0,4.83,4.83,4.5,1,1,0,Campo di Marte,1.1561643835616435,1.063013698630137,1.0383561643835617,1.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,8,108,0
within_hour,1.0,1.0,0,0,entire_place,4,1.0,2.0,55.0,2,190,5,5,2,5.0,5.0,5.0,1,1,0,Centro Storico,1.1534246575342466,0.6575342465753424,0.8328767123287671,1.5,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,4,78,0
within_hour,1.0,1.0,0,1,entire_place,4,2.0,3.0,69.0,13,224,8,8,3,4.75,5.0,4.75,1,0,0,Centro Storico,7.257534246575342,0.9041095890410958,0.1890410958904109,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,4,121,0
within_hour,1.0,1.0,1,1,entire_place,4,1.0,3.0,84.0,11,344,7,7,2,4.71,5.0,4.86,1,0,1,Centro Storico,8.761643835616438,0.9068493150684932,0.1863013698630137,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,101,0
within_few_hours,1.0,1.0,0,1,private_room,1,1.0,1.0,35.0,0,12,1,1,0,5.0,5.0,5.0,0,0,1,Campo di Marte,7.47945205479452,0.9232876712328768,0.9232876712328768,1.0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,4,117,0
