licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
RIW880,MAN Lions City GL NG313 csuklós busz,BUS,47.207542,18.379602,,,
V1440,Ganz csuklós,TRAM,47.46999,19.0255,2,Jászai Mari tér,Közvágóhíd H
LOV872,VanHool AG318 csuklós autóbusz,BUS,47.427124,19.159014,,,
V1442,Ganz csuklós,TRAM,47.47,19.025494,,,
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.438118,19.140532,54,"Péterimajor, Víztorony tér",Boráros tér H
V1441,Ganz csuklós,TRAM,47.480667,19.052006,,,
BPO221,Ikarus 412-es típusú autóbusz,BUS,47.427757,19.158163,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.416866,19.13055,123A,Szentlőrinci úti ltp.,Határ út M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.479984,19.067406,54,"Péterimajor, Víztorony tér",Boráros tér H
V2209,CAF 5 modulos szerelvény,TRAM,47.520454,19.09866,3,Mexikói út M,Gubacsi út / Határ út
V1448,Ganz csuklós,TRAM,47.475407,19.040512,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2208,CAF 5 modulos szerelvény,TRAM,47.46918,19.107693,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.473072,19.071638,,,
V2205,CAF 5 modulos szerelvény,TRAM,47.51085,19.126875,3,Mexikói út M,Gubacsi út / Határ út
V1444,Ganz csuklós,TRAM,47.470913,19.092463,2,Jászai Mari tér,Közvágóhíd H
V2204,CAF 5 modulos szerelvény,TRAM,47.450207,19.106462,3,Mexikói út M,Gubacsi út / Határ út
LOV875,VanHool AG318 csuklós autóbusz,BUS,47.426483,19.160994,,,
V2207,CAF 5 modulos szerelvény,TRAM,47.460373,19.121367,3,Mexikói út M,Gubacsi út / Határ út
V2206,CAF 5 modulos szerelvény,TRAM,47.443893,19.096,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,47.484394,19.053226,47,Városház tér,Deák Ferenc tér M
V2212,CAF 5 modulos szerelvény,TRAM,47.495937,19.138454,3,Mexikói út M,Gubacsi út / Határ út
V1451,Ganz csuklós,TRAM,47.470848,19.092861,2,Jászai Mari tér,Közvágóhíd H
LOV881,VanHool AG318 csuklós autóbusz,BUS,47.426754,19.159182,,,
V1450,Ganz csuklós,TRAM,47.447937,19.037632,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,47.521317,19.105877,3,Mexikói út M,Gubacsi út / Határ út
