licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846917,47.42665,19.039257,47,Városház tér,Deák Ferenc tér M
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119154,47.436676,19.17362,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950565,47.440144,19.126001,123A,Szentlőrinci úti ltp.,Határ út M
V1441,Ganz csuklós,TRAM,,47.47004,19.024725,,,
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_MPW613-zRcqty5bS3-ADY9XgSObPg,47.427784,19.157314,,,
BPO220,Ikarus 412-es típusú autóbusz,BUS,,47.426952,19.159485,,,
V1448,Ganz csuklós,TRAM,BKK_C36350535,47.489285,19.061129,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C349541278,47.519222,19.090979,3,Mexikói út M,Gubacsi út / Határ út
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C349541290,47.50385,19.136484,3,Mexikói út M,Gubacsi út / Határ út
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119160,47.4416,19.186079,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
V2205,CAF 5 modulos szerelvény,TRAM,BKK_C349541263,47.50289,19.13664,3,Mexikói út M,Gubacsi út / Határ út
V4339,Tátra T5C5,TRAM,BKK_C34893975,47.53294,19.066101,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V4067,Tátra T5C5K,TRAM,BKK_C3474324877,47.480434,19.052052,56A,Móricz Zs. körtér M,Hűvösvölgy
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV875--aqQ8GlYR2W01FsYZR__NA,47.42846,19.156134,,,
V2207,CAF 5 modulos szerelvény,TRAM,BKK_C349541275,47.519127,19.091295,3,Mexikói út M,Gubacsi út / Határ út
V4069,Tátra T5C5K,TRAM,BKK_C348097357,47.483368,19.005129,59A,Márton Áron tér,Széll Kálmán tér M
V1445,Ganz csuklós,TRAM,BKK_C21846929,47.4348,19.036448,47,Városház tér,Deák Ferenc tér M
V2206,CAF 5 modulos szerelvény,TRAM,BKK_C349541284,47.517853,19.11535,3,Mexikói út M,Gubacsi út / Határ út
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950559,47.42071,19.148563,123,"Soroksár, IKEA áruház",Határ út M
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.427856,19.158216,,,
V2212,CAF 5 modulos szerelvény,TRAM,BKK_C349543741J,47.460426,19.12151,3,Mexikói út M,Gubacsi út / Határ út
V1450,Ganz csuklós,TRAM,BKK_C218461299,47.46946,19.044895,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,BKK_C349541245,47.44413,19.097288,3,Mexikói út M,Gubacsi út / Határ út
V4073,Tátra T5C5K,TRAM,BKK_C348095064,47.50061,19.024115,59A,Márton Áron tér,Széll Kálmán tér M
BPO231,Ikarus 412-es típusú autóbusz,BUS,BKK_C35335322,47.379566,19.10421,135,"Soroksár, IKEA áruház",Millenniumtelep H
V2210,CAF 5 modulos szerelvény,TRAM,BKK_C349541296,47.481506,19.1269,3,Mexikói út M,Gubacsi út / Határ út
V2219,CAF 5 modulos szerelvény,TRAM,BKK_C349541308,47.44428,19.097466,3,Mexikói út M,Gubacsi út / Határ út
BPO234,Ikarus 412-es típusú autóbusz,BUS,BKK_C369922605,47.49985,19.106316,95,Felsőcsatári köz,Puskás Ferenc Stadion M
MPW626,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C35157268,47.48546,19.216738,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
V2215,CAF 5 modulos szerelvény,TRAM,BKK_C349541251,47.45644,19.114214,3,Mexikói út M,Gubacsi út / Határ út
V4077,Tátra T5C5K,TRAM,BKK_C35245296,47.540203,19.08548,14,"Káp.megyer, Megyeri út",Lehel tér M
V2218,CAF 5 modulos szerelvény,TRAM,BKK_C349541269,47.519672,19.11153,3,Mexikói út M,Gubacsi út / Határ út
V4313,Tátra T5C5K,TRAM,BKK_C348931069,47.548782,19.029526,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV851,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950561,47.42818,19.156412,123A,Szentlőrinci úti ltp.,Határ út M
LOV857,VanHool AG318 csuklós autóbusz,BUS,,47.426704,19.158175,,,
V2101,CAF 9 modulos szerelvény,TRAM,BKK_C348931079,47.53794,19.052366,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
BPO552,Ikarus 435-ös típusú autóbusz,BUS,BKK_BPO552-Zn-2V0EyRjKA9ul0G27qkg,47.50128,19.236313,,,
BPO551,Ikarus 435-ös típusú autóbusz,BUS,,47.50033,19.237242,,,
V4052,Tátra T5C5K,TRAM,,47.552975,19.093075,14,"Káp.megyer, Megyeri út",Lehel tér M
LOV860,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950550,47.461426,19.119349,123A,Szentlőrinci úti ltp.,Határ út M
V4323,Tátra T5C5K,TRAM,BKK_C3489328987,47.469486,19.055332,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV861,VanHool AG318 csuklós autóbusz,BUS,,47.468018,19.075796,,,
V2103,CAF 9 modulos szerelvény,TRAM,BKK_C348931078,47.50049,19.108072,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
BPO846,Ikarus 280-as típusú autóbusz,BUS,BKK_C360871011,47.563286,19.090858,30,Keleti pályaudvar M,"Káp.megyer, Mogyoródi-p."
LOV858,VanHool AG318 csuklós autóbusz,BUS,BKK_C365811982,47.43128,19.151188,54,"Péterimajor, Víztorony tér",Boráros tér H
