licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846949,47.497524,19.055231,47,Városház tér,Deák Ferenc tér M
V4063,Tátra T5C5K,TRAM,BKK_C3474325970,47.506664,19.024433,56A,Móricz Zs. körtér M,Hűvösvölgy
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119154,47.42621,19.158525,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950577,47.46447,19.126385,123A,Szentlőrinci úti ltp.,Határ út M
V1441,Ganz csuklós,TRAM,,47.470024,19.024483,,,
V4331,Tátra T5C5K,TRAM,BKK_C3474325937,47.506893,19.02415,61,Móricz Zs. körtér M,Hűvösvölgy
BPO220,Ikarus 412-es típusú autóbusz,BUS,,47.428875,19.156185,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,,47.428898,19.155708,,,
V4061,Tátra T5C5K,TRAM,BKK_C3474325956,47.47573,19.047003,56A,Móricz Zs. körtér M,Hűvösvölgy
V1448,Ganz csuklós,TRAM,BKK_C36350547,47.486782,19.05699,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C349541281,47.48075,19.126543,3,Mexikói út M,Gubacsi út / Határ út
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.42696,19.158655,,,
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C349541293,47.50712,19.133024,3,Mexikói út M,Gubacsi út / Határ út
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119167,47.46838,19.1495,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
V2205,CAF 5 modulos szerelvény,TRAM,BKK_C349541263,47.465435,19.122051,3,Mexikói út M,Gubacsi út / Határ út
V4339,Tátra T5C5,TRAM,BKK_C34893975,47.463093,19.02299,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V2207,CAF 5 modulos szerelvény,TRAM,BKK_C349541275,47.456432,19.114109,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,BKK_C218463743J,47.47384,19.036013,47,Városház tér,Deák Ferenc tér M
V2206,CAF 5 modulos szerelvény,TRAM,BKK_C349541287,47.494244,19.141064,3,Mexikói út M,Gubacsi út / Határ út
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950573,47.446342,19.11712,123A,Szentlőrinci úti ltp.,Határ út M
MPW616,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.42777,19.15815,,,
V2212,CAF 5 modulos szerelvény,TRAM,BKK_C349543741J,47.465294,19.122986,3,Mexikói út M,Gubacsi út / Határ út
LOV881,VanHool AG318 csuklós autóbusz,BUS,,47.428837,19.155779,,,
V1450,Ganz csuklós,TRAM,BKK_C218461302,47.470177,19.04493,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,BKK_C349541326,47.491314,19.138405,3,Mexikói út M,Gubacsi út / Határ út
BPO231,Ikarus 412-es típusú autóbusz,BUS,BKK_C35335402,47.4168,19.13568,135,"Soroksár, IKEA áruház",Millenniumtelep H
V2210,CAF 5 modulos szerelvény,TRAM,BKK_C349541296,47.519142,19.091326,3,Mexikói út M,Gubacsi út / Határ út
