licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
RIW880,MAN Lions City GL NG313 csuklós busz,BUS,,47.208054,18.380278,,,
V1440,Ganz csuklós,TRAM,BKK_C21846108,47.432404,19.037,47,Városház tér,Deák Ferenc tér M
LOV871,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950154,47.432358,19.127077,123A,Szentlőrinci úti ltp.,Határ út M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C3489317683,47.536083,19.059656,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V4334,Tátra T5C5K,TRAM,BKK_C347432795,47.4841,19.053495,56,Városház tér,Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV873-_2RGD4yGTl-iZgbyLn4xuQ,47.427376,19.159681,,,
V1441,Ganz csuklós,TRAM,BKK_C36350739,47.47515,19.0396,49,Kelenföld vasútállomás M,Deák Ferenc tér M
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C35620360,47.463158,19.14955,282E,Alacskai úti lakótelep,Kőbánya-Kispest M
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C3515759,47.449966,19.146208,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_C36581126,47.479618,19.067276,54,"Péterimajor, Víztorony tér",Boráros tér H
V4333,Tátra T5C5K,TRAM,BKK_C34931111,47.466976,19.022097,19,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV869,VanHool AG318 csuklós autóbusz,BUS,BKK_C35519796,47.43981,19.096542,23E,Boráros tér H,Pesterzsébeti lakótelep
V1448,Ganz csuklós,TRAM,BKK_C36350101,47.480167,19.051641,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C34954326,47.448788,19.104273,3,Mexikói út M,Gubacsi út / Határ út
