licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846917,47.497475,19.055286,47,Városház tér,Deák Ferenc tér M
V4063,Tátra T5C5K,TRAM,BKK_C3474324847,47.498005,19.023834,61,Móricz Zs. körtér M,Hűvösvölgy
V4334,Tátra T5C5K,TRAM,,47.470516,19.02504,,,
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119154,47.441647,19.186079,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950547,47.415974,19.14281,123,"Soroksár, IKEA áruház",Határ út M
V1441,Ganz csuklós,TRAM,,47.470005,19.024666,,,
V4331,Tátra T5C5K,TRAM,BKK_C3474324800,47.50688,19.024122,56A,Móricz Zs. körtér M,Hűvösvölgy
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_BPO221-O22FaRP_SoC6KBFoJsl5Xw,47.428574,19.156448,,,
V4061,Tátra T5C5K,TRAM,BKK_C3474324821,47.480488,19.051937,56A,Móricz Zs. körtér M,Hűvösvölgy
V1448,Ganz csuklós,TRAM,BKK_C36350533,47.47072,19.028585,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C349541278,47.464474,19.10921,3,Mexikói út M,Gubacsi út / Határ út
MPW619,VanHool A330 CNG típusú szóló autóbusz,BUS,,47.428246,19.159172,,,
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C349541221,47.44386,19.096292,3,Mexikói út M,Gubacsi út / Határ út
MPW621,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C36119152,47.47721,19.139046,217,Szarvas csárda tér,Kőbánya alsó vasútáll.
V2205,CAF 5 modulos szerelvény,TRAM,BKK_C349541260,47.522503,19.10248,3,Mexikói út M,Gubacsi út / Határ út
LOV875,VanHool AG318 csuklós autóbusz,BUS,,47.41441,19.140175,,,
V2207,CAF 5 modulos szerelvény,TRAM,BKK_C349541272,47.48211,19.127195,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,BKK_C21846880,47.497242,19.05564,47,Városház tér,Deák Ferenc tér M
V2206,CAF 5 modulos szerelvény,TRAM,BKK_C349541284,47.44424,19.097464,3,Mexikói út M,Gubacsi út / Határ út
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950557,47.450665,19.110992,123,"Soroksár, IKEA áruház",Határ út M
