licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,BKK_C21846820,47.46811,19.044289,47,Városház tér,Deák Ferenc tér M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C348931057,47.462215,19.043365,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV871,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950497,47.41688,19.130545,123A,Szentlőrinci úti ltp.,Határ út M
V4334,Tátra T5C5K,TRAM,BKK_C3474316028J,47.438736,19.036415,56,Városház tér,Hűvösvölgy
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV873-OZtevCVrTD6dGsSrFl64kQ,47.465088,19.126898,,,
V4331,Tátra T5C5K,TRAM,,47.44378,19.036835,,,
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C356201821,47.44575,19.190857,282E,Alacskai úti lakótelep,Kőbánya-Kispest M
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C35157249,47.441765,19.140917,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV868-efMnkczOQWKx9AIafApl7Q,47.42829,19.156418,,,
V4333,Tátra T5C5K,TRAM,,47.470375,19.024292,,,
LOV869,VanHool AG318 csuklós autóbusz,BUS,BKK_C37690479,47.46488,19.127369,50,Lajosmizsei sorompó,Határ út M
V1448,Ganz csuklós,TRAM,BKK_C36350457,47.465992,19.02197,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C349541161,47.520725,19.108149,3,Mexikói út M,Gubacsi út / Határ út
V2208,CAF 5 modulos szerelvény,TRAM,BKK_C349541149,47.48531,19.131618,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,,47.42833,19.156322,,,
V2204,CAF 5 modulos szerelvény,TRAM,BKK_C349541131,47.44556,19.099367,3,Mexikói út M,Gubacsi út / Határ út
V1443,Ganz csuklós,TRAM,BKK_C36350447,47.49717,19.056038,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950486,47.458683,19.119267,123A,Szentlőrinci úti ltp.,Határ út M
V2207,CAF 5 modulos szerelvény,TRAM,BKK_C349543931J,47.444935,19.098455,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,BKK_C21846841,47.456116,19.039938,47,Városház tér,Deák Ferenc tér M
LOV877,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950863,47.428383,19.156235,123A,Szentlőrinci úti ltp.,Határ út M
V4340,Tátra T5C5K,TRAM,,47.470028,19.024548,,,
947,MXA,SUBURBAN_RAILWAY,BKK_H212111_389,47.360584,19.073109,H6,Ráckeve,Közvágóhíd
