licensePlate,model,vehicleRouteType,tripId,lat,lon,shortName,From,To
RIW880,MAN Lions City GL NG313 csuklós busz,BUS,,47.201656,18.43323,,,
V1440,Ganz csuklós,TRAM,BKK_C21846226,47.474678,19.046543,47,Városház tér,Deák Ferenc tér M
V2112,CAF 9 modulos szerelvény,TRAM,BKK_C34893179,47.50089,19.108088,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV871,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950237,47.416763,19.130617,123,"Soroksár, IKEA áruház",Határ út M
V4337,Tátra T5C5K,TRAM,BKK_C347437396,47.506382,19.024721,56A,Móricz Zs. körtér M,Hűvösvölgy
MPW614,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C38559659,47.49586,19.071907,99,Mátyás király tér,Blaha Lujza tér M
LOV873,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV873-_2RGD4yGTl-iZgbyLn4xuQ,47.426987,19.157871,,,
V1441,Ganz csuklós,TRAM,BKK_C36350163,47.479748,19.051275,49,Kelenföld vasútállomás M,Deák Ferenc tér M
MPW613,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C37377749,47.404438,19.18588,266,"Ganztelep, Mednyánszky u.",Pestszentimre vasútáll.
V4331,Tátra T5C5K,TRAM,BKK_C347438667,47.481106,19.052195,56A,Móricz Zs. körtér M,Hűvösvölgy
BPO221,Ikarus 412-es típusú autóbusz,BUS,BKK_C356201212,47.415535,19.20417,282E,Alacskai úti lakótelep,Kőbánya-Kispest M
LOV868,VanHool AG318 csuklós autóbusz,BUS,BKK_LOV868-RLaMWEiuTc-bk3YjzaixQw,47.46484,19.142555,,,
BPO220,Ikarus 412-es típusú autóbusz,BUS,BKK_C3515796,47.480755,19.219818,68,"Akadémiaújtelep, 525. tér",Vas Gereben utca
V4061,Tátra T5C5K,TRAM,,47.475323,19.046759,56,Városház tér,Hűvösvölgy
V1448,Ganz csuklós,TRAM,BKK_C36350167,47.468704,19.02417,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,BKK_C34954434,47.473736,19.11574,3,Mexikói út M,Gubacsi út / Határ út
MPW620,VanHool A330 CNG típusú szóló autóbusz,BUS,BKK_C38559645,47.496033,19.0712,99,Mátyás király tér,Blaha Lujza tér M
V1444,Ganz csuklós,TRAM,,47.470943,19.092566,,,
V2204,CAF 5 modulos szerelvény,TRAM,BKK_C34954410,47.519268,19.091188,3,Mexikói út M,Gubacsi út / Határ út
V1443,Ganz csuklós,TRAM,BKK_C36350155,47.49745,19.05516,49,Kelenföld vasútállomás M,Deák Ferenc tér M
LOV875,VanHool AG318 csuklós autóbusz,BUS,BKK_C36950241,47.446712,19.116638,123A,Szentlőrinci úti ltp.,Határ út M
