licensePlate,model,vehicleRouteType,lat,lon,shortName,From,To
V1440,Ganz csuklós,TRAM,47.46778,19.07571,2,Jászai Mari tér,Közvágóhíd H
LOV871,VanHool AG318 csuklós autóbusz,BUS,47.447937,19.124557,,,
LOV872,VanHool AG318 csuklós autóbusz,BUS,47.466232,19.126266,50,Lajosmizsei sorompó,Határ út M
V4337,Tátra T5C5K,TRAM,47.480965,19.004272,59,Márton Áron tér,Szent János Kórház
LOV873,VanHool AG318 csuklós autóbusz,BUS,47.479652,19.067274,54,"Péterimajor, Víztorony tér",Boráros tér H
V1441,Ganz csuklós,TRAM,47.512722,19.047647,2,Jászai Mari tér,Közvágóhíd H
BPO221,Ikarus 412-es típusú autóbusz,BUS,47.462948,19.149214,98,Rákoscsaba vasútállomás,Kőbánya-Kispest M
BPO220,Ikarus 412-es típusú autóbusz,BUS,47.426533,19.15857,,,
LOV868,VanHool AG318 csuklós autóbusz,BUS,47.46359,19.126543,123A,Szentlőrinci úti ltp.,Határ út M
LOV869,VanHool AG318 csuklós autóbusz,BUS,47.456463,19.110998,54,"Péterimajor, Víztorony tér",Boráros tér H
V1448,Ganz csuklós,TRAM,47.469772,19.0264,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2209,CAF 5 modulos szerelvény,TRAM,47.456535,19.113724,3,Mexikói út M,Gubacsi út / Határ út
V2208,CAF 5 modulos szerelvény,TRAM,47.504513,19.136248,3,Mexikói út M,Gubacsi út / Határ út
LOV874,VanHool AG318 csuklós autóbusz,BUS,47.43861,19.102644,23E,Boráros tér H,Pesterzsébeti lakótelep
V2205,CAF 5 modulos szerelvény,TRAM,47.46017,19.111397,3,Mexikói út M,Gubacsi út / Határ út
V1444,Ganz csuklós,TRAM,47.50088,19.046053,2,Jászai Mari tér,Közvágóhíd H
V4339,Tátra T5C5,TRAM,47.530025,19.070692,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V2204,CAF 5 modulos szerelvény,TRAM,47.520782,19.099134,3,Mexikói út M,Gubacsi út / Határ út
V4338,Tátra T5C5K,TRAM,47.508762,19.017899,61,Móricz Zs. körtér M,Hűvösvölgy
V2207,CAF 5 modulos szerelvény,TRAM,47.519123,19.112751,3,Mexikói út M,Gubacsi út / Határ út
V2206,CAF 5 modulos szerelvény,TRAM,47.519196,19.091087,3,Mexikói út M,Gubacsi út / Határ út
V1445,Ganz csuklós,TRAM,47.472248,19.04574,47,Városház tér,Deák Ferenc tér M
V2212,CAF 5 modulos szerelvény,TRAM,47.502213,19.13686,3,Mexikói út M,Gubacsi út / Határ út
V1450,Ganz csuklós,TRAM,47.4268,19.039396,47,Városház tér,Deák Ferenc tér M
V2211,CAF 5 modulos szerelvény,TRAM,47.465534,19.125286,3,Mexikói út M,Gubacsi út / Határ út
V2214,CAF 5 modulos szerelvény,TRAM,47.518986,19.091255,3,Mexikói út M,Gubacsi út / Határ út
LRV480,Renault ND Master mozgáskorl. száll.,BUS,47.489685,19.109098,,,
LOV878,VanHool AG318 csuklós autóbusz,BUS,47.442226,19.0932,223M,Boráros tér H,Szentlőrinci úti ltp.
BPO231,Ikarus 412-es típusú autóbusz,BUS,47.49387,19.278086,98,Rákoscsaba vasútállomás,Kőbánya-Kispest M
V2210,CAF 5 modulos szerelvény,TRAM,47.485077,19.131533,3,Mexikói út M,Gubacsi út / Határ út
V2219,CAF 5 modulos szerelvény,TRAM,47.5224,19.102516,3,Mexikói út M,Gubacsi út / Határ út
BPO234,Ikarus 412-es típusú autóbusz,BUS,47.43783,19.192362,236A,Havanna utcai lakótelep,"Ganztelep, Mednyánszky u."
V2216,CAF 5 modulos szerelvény,TRAM,47.444405,19.097734,3,Mexikói út M,Gubacsi út / Határ út
LRV481,Renault ND Master mozgáskorl. száll.,BUS,47.513325,19.05786,MOZG,Különjárat,Különjárat
V2215,CAF 5 modulos szerelvény,TRAM,47.512714,19.12376,3,Mexikói út M,Gubacsi út / Határ út
LRV482,Renault ND Master mozgáskorl. száll.,BUS,47.57177,19.085138,,,
V2218,CAF 5 modulos szerelvény,TRAM,47.4761,19.119255,3,Mexikói út M,Gubacsi út / Határ út
V4313,Tátra T5C5K,TRAM,47.536877,19.056433,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV851,VanHool AG318 csuklós autóbusz,BUS,47.479336,19.068031,23E,Boráros tér H,Pesterzsébeti lakótelep
BPO841,Ikarus 280-as típusú autóbusz,BUS,47.49995,19.084225,20E,Keleti pályaudvar M,"Káp.megyer, Szilas-patak"
LOV857,VanHool AG318 csuklós autóbusz,BUS,47.444122,19.120354,123A,Szentlőrinci úti ltp.,Határ út M
MXJ001,MB515 minibusz,BUS,47.491093,19.282812,298,Zimonyi utca,Rákoscsaba vasútállomás
1101-1113,MXA-MXA,SUBURBAN_RAILWAY,47.586876,19.045534,H5,Szentendre,Batthyány tér
V2101,CAF 9 modulos szerelvény,TRAM,47.546413,19.032919,,,
MXJ002,MB515 minibusz,BUS,47.500584,19.23622,,,
MUT781,MB Citaro C2-S1-G csuklós autóbusz,BUS,47.547215,19.14244,,,
LOV853,VanHool AG318 csuklós autóbusz,BUS,47.410843,19.177008,54,"Péterimajor, Víztorony tér",Boráros tér H
V4316,Tátra T5C5K,TRAM,47.492443,19.04112,56,Városház tér,Hűvösvölgy
LOV855,VanHool AG318 csuklós autóbusz,BUS,47.436455,19.131332,123A,Szentlőrinci úti ltp.,Határ út M
V2102,CAF 9 modulos szerelvény,TRAM,47.463608,19.033178,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV860,VanHool AG318 csuklós autóbusz,BUS,47.44322,19.112658,223M,Boráros tér H,Szentlőrinci úti ltp.
V4323,Tátra T5C5K,TRAM,47.507275,19.104048,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV861,VanHool AG318 csuklós autóbusz,BUS,47.415703,19.133245,123A,Szentlőrinci úti ltp.,Határ út M
V2104,CAF 9 modulos szerelvény,TRAM,47.47548,19.098106,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V2103,CAF 9 modulos szerelvény,TRAM,47.46297,19.023022,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V4325,Tátra T5C5,TRAM,47.468727,19.05025,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
LOV858,VanHool AG318 csuklós autóbusz,BUS,47.45608,19.11344,54,"Péterimajor, Víztorony tér",Boráros tér H
V2110,CAF 9 modulos szerelvény,TRAM,47.506683,19.104572,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
BPO851,Ikarus 280-as típusú autóbusz,BUS,47.502583,19.085945,20E,Keleti pályaudvar M,"Káp.megyer, Szilas-patak"
V1438,Ganz csuklós,TRAM,47.473816,19.070873,2,Jászai Mari tér,Közvágóhíd H
V2111,CAF 9 modulos szerelvény,TRAM,47.548435,19.029833,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
V1433,Ganz csuklós,TRAM,47.480152,19.051622,49,Kelenföld vasútállomás M,Deák Ferenc tér M
V2106,CAF 9 modulos szerelvény,TRAM,47.440933,19.035069,,,
LOV864,VanHool AG318 csuklós autóbusz,BUS,47.437275,19.173237,136E,Havanna utcai lakótelep,Kőbánya-Kispest M
V2105,CAF 9 modulos szerelvény,TRAM,47.523632,19.081053,1,Kelenföld vasútállomás M,Bécsi út / Vörösvári út
